mtime,BL,BM,BQ,BU,CO,DS,DW,EP,F,FQ,FT,GP,HI,HL,HP,HY,IO,IP,J,JO,K,KL,LU,NO,NQ,NR,NS,OQ,OY,PQ,QT,QU,RS,SZ,XY
2021-11-16T02:30,3876937,3672569,4312899,3790286,3626289,3639602,3929427,3307583,3150044,2920165,4591929,4161769,3654373,5820014,2251160,4285930,3587056,2099062,4047155,3318063,4542994,2850551,2254769,4515894,1679665,4267820,1670672,3681244,4050342,3474820,2804663,3083147,2161664,3978473,4114457
2021-11-16T02:35,4623712,4486665,4079000,3147239,4264953,2889161,3086780,3002003,2801121,3015857,3895343,3103245,2807092,3816434,3155794,2590363,3484489,3203014,3791328,4146935,2415557,3667641,3048935,4126315,3166097,2864343,3184502,2789690,4402491,2358031,4179040,3212660,3525765,3541996,4169021
2021-11-16T02:40,5166094,3418086,3790630,3030113,3029046,3104327,3893499,3349240,2988076,3170294,3474338,4276889,3322914,2833270,2031297,2000889,3376646,3931797,2851087,3095352,3079850,2759362,3275164,3911816,3466066,2956402,4459306,3322602,3379511,3698447,4288447,3066447,4002890,4361239,3363490
2021-11-16T02:45,4298570,4964074,5260030,2277420,3796797,3108572,3698021,2442502,2544671,2681617,3201537,3835776,2527999,3293878,2795729,2844548,3452931,2971894,4389959,1826849,4023646,4049410,3793712,2864274,3629862,4941009,4208800,3135818,4363429,3081995,5392962,2055293,2326189,2943241,3611747
2021-11-16T02:50,4223540,3401424,2800410,3049265,3858273,3352223,4768521,3728216,2005516,3728389,4126036,5569807,3218201,3579408,3189920,3051807,2920048,4291255,4313799,3548601,3033286,4052345,3586554,4414297,3553117,3966724,4714189,4424225,4836538,2898090,4552246,3834341,4281972,2441718,3401743
2021-11-16T02:55,4691094,3697607,3639274,3157878,3968073,2991308,4082793,2381173,4054157,5094880,4746662,3883184,4139012,3808156,2982600,2182093,4191393,3047240,3379860,2912143,3804837,3108081,3434711,3666191,2745497,3750636,2161360,3656168,3783685,3779975,3748722,4254274,3406975,2181431,4502753
2021-11-16T03:00,3614432,3918453,4332402,4078724,5269046,3724382,3797331,3205308,3166692,2937110,3881557,3101968,2899826,1613276,1116884,4223877,4764845,4532105,3916387,3416518,3506660,4053949,3430403,4097733,4544195,4580792,4042210,1870315,3474000,3859838,5021974,3857400,3571371,3670056,4683907
2021-11-16T03:05,3722781,3430011,4584454,3209700,4595830,3451114,2458167,4102504,3472578,3131785,4231723,2494278,2846013,3286980,2339249,2394885,2775619,2819517,4135658,3413450,4166373,3786863,4524235,4503998,3134525,4071303,3592283,4112437,3300260,2913073,3658670,3290767,3076829,3898977,4492736
2021-11-16T03:10,4120522,4196986,4223422,3059538,4925401,2987714,4965168,5218455,2290540,4041724,3230129,3324618,5690333,3216527,3533608,2349238,3699443,4026642,3779378,2625704,2638841,2995589,4624237,3861064,2632395,3516311,3550626,3355295,2958281,4453724,2740688,2715626,3118430,3682565,4749662
2021-11-16T03:15,4002987,4354351,3326219,3638919,4536662,2570843,3440794,3267824,2321383,3283577,3293734,4422697,3805449,2809960,2804522,2169929,4359938,3223640,4838413,3855418,2323883,3331958,3591244,3875195,4096678,5207469,2899170,4271741,2472310,3568714,4027121,5217532,3932994,2759976,5047365
2021-11-16T03:20,4580958,3470512,5257807,3685554,2759664,3249516,2710147,2084788,3127206,4300470,2985692,3447809,2951623,3424218,2854615,2580655,3439346,4821233,3734985,3008587,2907202,4005193,5063476,2461835,4431549,4750617,4642772,3703750,2480599,3262041,4468061,2436036,2070274,3792858,4316172
2021-11-16T03:25,3189686,4126645,4681439,3061698,2536163,2780920,3510141,4360829,2488039,4235088,3313882,3293890,2987452,5095375,2600804,2763122,3764659,2887586,2403289,3144931,3525910,3850761,3588551,4757667,4432216,2259213,4379821,3327771,3487351,1627646,3411604,3246717,3513198,3319830,3432568
2021-11-16T03:30,2953421,4563125,4764495,1930571,2901899,3812680,3153704,1957728,2038829,3331540,2605900,2755323,3648571,3707150,1999159,3689643,2229842,4173013,4591214,3065699,3612248,2935778,3383491,5157422,3610525,4463308,2473568,3327416,3414615,3441349,3204919,3573860,3291142,4169433,5312485
2021-11-16T03:35,3818783,3896803,4447758,2825301,3158690,4741512,4903307,3898666,2444184,2876572,3836917,4194811,3289725,2793037,3093643,4071477,3476185,2996764,5375913,2647775,4369786,3976472,3329878,3018681,4380657,4373438,2685303,3679630,3808373,5721816,3535365,3149313,3727402,2798230,4741794
2021-11-16T03:40,3785978,3813397,4577457,3125757,3772282,2351273,4475208,2517312,3258292,3631299,2235863,4395414,3968542,3815821,2790076,2389429,3706487,2557116,4139532,3257484,3481378,4072946,2920921,4671746,3171189,4638770,4439405,3923421,4026655,2299676,4701522,3454603,2872017,4002542,3813125
2021-11-16T03:45,3934527,3869899,2742825,1613391,2881572,4511243,3604185,3585333,2236070,2525487,3816262,2903916,2880874,2491929,2454238,2245472,3790479,4429040,3708680,3190878,3965282,4388802,2956663,4797004,2459753,2761419,2846175,4453584,3309547,2900043,2621052,3330877,3369506,2627458,5488610
2021-11-16T03:50,3008989,4039503,4487275,2572212,3391245,3668148,2524368,3018490,3081760,4106213,3259427,5142633,3845803,4593505,2088595,2939902,3781336,3839217,2857999,4583698,4002805,3557546,3833253,3936173,2280190,2835122,3428498,3640283,2729177,3554257,3813029,3728564,3880556,3941473,4047490
2021-11-16T03:55,3776058,4365404,2807339,3091597,2800956,2567657,4840597,3338496,2796664,2473291,2975354,3397518,2061366,3455745,2548400,2836642,1932836,2923585,3681364,4170837,4712673,4414425,3047830,3994302,3621442,3850061,3100948,3973677,3376748,2541625,4370249,3116044,3309384,3408972,4888927
2021-11-16T04:00,1869932,4450314,3955740,3015717,3337367,4663879,5155286,3584093,3215459,3126555,5155487,2675618,3200268,2611256,2907830,3270060,4498044,3877379,3767249,3509862,4170064,3057498,3467676,4481864,3301790,4562258,2623046,4103863,4257848,2837883,3744411,3401650,3424632,4425352,3955948
2021-11-16T04:05,4737015,3686777,4163069,2173132,3607391,2633393,3711374,3456574,2011441,4092082,4119919,3551525,4060198,2073978,3051717,2614089,2588383,4290207,4805749,1944245,4255109,3995102,2749608,3398960,4784095,5117537,3764375,4640683,3618060,4464376,3395161,2377405,4047316,4799495,3768287
2021-11-16T04:10,4122176,2862350,4057398,2559044,3344364,2737839,3894924,3171248,2581531,2353486,3112941,3457449,4514670,4448495,3643354,3991003,3471594,3724946,3227239,2986298,4657034,3656410,3227105,3766005,4179009,2125966,3646230,4297551,3543081,3909757,4598718,3583533,3907217,2030772,3302368
2021-11-16T04:15,2613232,2525069,3424171,2668847,3076456,2459998,4437813,4387009,2625890,3723739,3863122,4233621,3815495,3457608,2915157,2620255,4100929,4143928,5269364,2600237,3605743,3129178,3644494,4064890,4302324,4189862,2359981,3472163,4184953,3628299,3535032,2938185,4181486,4409187,4563249
2021-11-16T04:20,4488409,4168008,4401410,3364105,3131197,3764911,3187497,4663697,3192871,3199244,3728296,2971627,3920418,3606007,4147006,1727651,3476516,4669188,4130676,2706951,3815826,4058118,4594804,3872531,3321512,3519995,3602843,3940881,3239618,4528946,5383200,4053861,2959141,3557018,3253890
2021-11-16T04:25,4273543,5253830,3697683,2478067,2812727,4449009,3362058,3354606,3795815,4289064,3617469,2387807,4993396,3530961,3396471,3268203,3465565,4884309,2354675,3406391,5686585,4052506,3718286,4740185,3674892,4620656,2489881,2856018,4948863,2708613,4111472,4710272,3715055,2569006,6055130
2021-11-16T04:30,3599357,3952338,3736876,2547878,3319544,3281179,3586816,1713526,3939673,3423116,4321909,3109081,1897367,3075194,2335050,1703772,4736137,3905723,4590813,4092435,3481105,1877168,3213672,4639377,2167410,4858530,4539686,4058794,3950576,1873603,3745595,3158064,3834737,4404893,4699270
2021-11-16T04:35,2773474,2796160,4726627,1833093,6230218,4323484,2967857,2730414,4014949,3331843,2594273,3981668,4413564,2864084,1727989,3291399,3419560,4565473,3118408,2541202,3644299,2841815,3842345,3254153,3696683,3827489,4081862,4001583,3868646,2751224,3504909,3143718,3578557,3334205,4748684
2021-11-16T04:40,4604021,3854736,3283002,1212309,3022086,2391668,2992908,4266331,4160060,2375760,2527311,4194937,3707009,3095851,3851287,2883489,5202574,2584778,4071366,3546066,4031957,4123052,5029189,4604589,3236436,2790180,3615826,4598987,2772737,3603887,2705215,2572812,3991120,2743111,4617422
2021-11-16T04:45,4403384,3129137,3292304,3242283,2922173,2435611,3352136,4153453,3852468,4996036,3720520,5121008,3143258,3265874,3699094,3003768,2968559,3796111,3317308,3764804,3912870,2775868,3726148,5075485,1958903,4157514,3748096,5143229,3430899,4020482,2084750,3498430,3516928,3281481,4137272
2021-11-16T04:50,3679810,3766380,4405303,3457783,3615774,3729246,3980916,4920769,2796388,3493304,3608696,2770699,3663610,3080099,2790241,2721069,3493397,4385736,3684963,3149103,5204589,3107457,3045304,2488929,3554396,3541602,3484349,4381482,3504492,3310624,5170263,4274735,2848591,4177552,4431429
2021-11-16T04:55,3770864,3701867,2882338,1858290,4432239,2794936,4797964,3109791,2864097,2577833,3749861,4755559,3692932,3209246,3155822,2398322,3542994,5396317,3348443,2807115,3130344,3748832,3397497,4163241,2561316,3747730,3938472,2554064,3652103,3515436,2923829,2185155,3007015,5109900,5341017
2021-11-16T05:00,4060944,3358843,4596593,1512080,3593479,3473607,3516858,3575568,4076651,3050773,2394214,4750500,3522131,4066899,2656252,2735048,2887040,3358324,3063141,4481551,3513026,3330132,3548742,4921491,2944093,2970725,4561975,4491944,3654214,3057168,5645781,3228343,4193271,2418236,4690298
2021-11-16T05:05,3708229,3158514,4210993,2626370,3397730,3455285,3483758,3232097,2566465,2894878,3733581,4660143,3222113,3681420,2269541,3356791,2442511,3859102,4987136,3284311,3663417,3853016,2474404,3638694,2055038,3769137,4524825,4299940,5145058,3027295,2864634,4300146,2692027,4128799,3015895
2021-11-16T05:10,3387112,4959943,3433044,3810263,4656820,2963179,3788973,3225963,2285880,3245626,4573694,3137190,3012059,4293151,4107532,2034579,4327715,2464067,2764064,3422433,2377185,3207533,3761760,3353189,3324154,2610847,3731148,4799650,4312287,3915261,4209008,3175475,2989091,3218011,3193352
2021-11-16T05:15,3769917,4412776,4625073,2508605,4510118,3920287,2683287,2635515,3297334,4464529,4384583,3697095,3765616,2321173,3123232,3523524,3394570,3284299,3421875,4054777,3142940,3133223,4270666,4228907,4475725,6398774,4632514,4368534,4977862,4486515,2925160,4310573,3955842,2803672,4368314
2021-11-16T05:20,4220871,4623633,4102092,2837194,4765005,3126616,3345692,3669693,2832471,3167157,2068060,3443916,3367298,3941396,3213559,2441929,2230460,3424070,3115815,2093673,3631461,3430255,3576092,4842972,2533870,4431349,3841123,3958090,4601545,2092576,2986831,2815632,4462386,3408809,5543774
2021-11-16T05:25,4191360,4811073,3121517,2773019,3365110,3390522,3134401,3929678,3247499,2733078,3947954,3745548,3164096,2680634,2912898,4013140,3943947,4733920,4375461,3420320,3627865,3024768,3329993,4236085,4561947,3462388,2642187,3543106,4070402,2899865,4008715,3108627,3963988,3438046,3976049
2021-11-16T05:30,4576893,4250747,4720419,3338626,3397689,2920284,4042144,3141786,1708366,2729859,3769882,4847837,2595533,2901880,3185117,3453526,3276860,5165451,3390359,3617422,3704810,2865495,4678605,4559695,3034330,4642093,2976112,4606024,3043982,3210225,3412499,3281573,2465287,4069263,4326847
2021-11-16T05:35,3911286,3663508,4248346,1466195,4611310,2632807,3754545,3683940,3592880,3001345,4488161,2889285,3286494,2245635,2182566,3578092,4627102,5299449,3389760,3902789,4201602,3806037,2904904,4400762,4101912,4443423,1728615,4791144,3268468,3511910,3601135,3066003,2838533,2905556,3516796
2021-11-16T05:40,5534768,4151507,3903047,3334588,3799811,3194110,3476576,4059576,3084879,3745880,3485433,4566960,2470185,2676404,4249865,1917579,2820853,3784058,4048810,3092052,3575000,2550523,2331532,3832010,4479600,3507519,3281741,4002106,4736517,3072165,4988394,4082608,2763995,4346541,3588141
2021-11-16T05:45,4039433,3895287,5093245,4195843,3118832,2698694,2211613,3834446,3074868,3251313,3852746,4991478,2926725,4314630,2722987,3412372,4183997,4884892,2372928,3444010,2999017,2808490,3160820,4567465,3579922,4091428,4020381,4698378,3850913,3183844,4095121,4330715,2642964,3015490,5745478
2021-11-16T05:50,3899395,4243792,4402428,3550175,4479659,1670019,4223252,2266604,3463957,2999689,4182903,3298829,3029530,3618307,2983464,3005147,3285669,4396622,4080405,3853613,5432657,4133425,2567833,3556982,4418907,4378268,3533026,3656860,3475756,4023336,3700348,4395710,2839289,5022238,4000221
2021-11-16T05:55,6439132,3250610,4410365,3430017,4312627,3293129,3627939,2641775,2782011,3586703,3399278,2830653,2701893,4451962,3811389,2818265,2924348,3799250,3284420,2900411,4869182,2446409,3324166,4784793,4071591,4250723,3617313,4068030,3469180,2576780,3164753,3006220,2290523,5003071,4189747
2021-11-16T06:00,3212440,4532677,4458985,2248319,3831216,3521245,3643244,2472346,2293020,3216511,2594298,5145980,3324842,3253368,2511995,4357426,3000080,3867370,4466506,3006273,2982518,2398441,3839011,4818372,3767345,3962117,2898998,4392816,4449656,5068121,2804985,4381872,4557083,3394281,4310374
2021-11-16T06:05,5547138,3305634,4138329,2918563,3104197,3361583,2876634,4322773,2682917,2665575,2736305,3390085,4148204,3550586,2933679,1961957,3913729,3241881,5105631,4066290,3955077,3473893,2781700,3287195,4087308,4173525,3567347,3606984,3935147,4576102,4847198,4368285,2673567,2972240,4483268
2021-11-16T06:10,3246202,2880993,3009228,3816110,3615454,2590970,3559511,2677471,2945726,2820553,2980600,3410673,3029516,3767351,3190759,4067027,3566899,4833650,5299240,3167174,3418010,4451259,3903099,4358014,4311667,4161751,1618234,3722142,4467658,3163291,4163890,2478266,3782391,4284515,5810465
2021-11-16T06:15,4352978,4553375,3566962,3148304,2526636,4539640,2962252,3177661,4518563,2798938,4270034,2913051,3643955,4073864,2549374,3353471,3594450,2881653,3922484,2639869,4076984,3572569,4238771,3579907,3584865,3587754,3140325,3647197,3207328,3954167,3417999,3084949,3568319,3895293,3303236
2021-11-16T06:20,3834057,4460431,4246282,2444380,4999172,3016374,3970747,2888561,3587417,4177213,3870710,4048587,4092421,2653976,4272595,3517587,3407180,4432137,3490278,3872982,2631573,5017833,5184474,5409125,2967813,3006338,3570723,3762275,3809865,3014935,3141388,4359446,3283456,3857152,5651601
2021-11-16T06:25,3467161,3796193,3294862,3270982,3642543,3058503,3202401,3520038,3276882,3741373,3542999,4376853,3843603,3971940,1686993,3406811,3213129,3238072,4757683,3307333,4425488,3524315,3305352,4756560,3438527,4105142,3032322,3308957,4944074,2508157,3944628,4500662,3103591,2739325,2756767
2021-11-16T06:30,3435821,4485838,5683986,3878773,4602664,2871218,1801852,3844631,4076097,2503615,2553269,3855491,3598451,2551282,2705892,2509312,2912318,3390177,3467341,2474673,3495350,4030932,3330998,3370984,3120493,3692554,2688674,4478253,3210584,4760136,2958647,2740841,3678239,4040659,5244619
2021-11-16T06:35,5090613,4875128,4195595,2755906,4546951,3196755,3246117,4570422,3091466,3034145,3924977,3771413,2318265,3145641,2997953,3380439,4390582,3976118,3764911,3333195,3722042,2934102,3671364,3206851,4569871,3195671,3933113,2847972,3499564,2357735,3397967,3348355,2444911,4465363,4236594
2021-11-16T06:40,4839107,3423983,4225352,2380865,3376788,3386185,2727565,4472162,2992304,3749206,3642135,3727942,3953030,3069739,3300344,2593132,3786760,4826786,4016957,3368351,3779154,4043250,3276316,5351765,2209704,5579365,3701259,4925791,3801694,2882010,4852842,3492438,2656367,4184808,4581911
2021-11-16T06:45,3789737,4700667,4566715,2797937,3265460,3202613,4520975,3327132,3984711,3436220,3656280,5562099,2548781,3341571,3838305,3057729,4184112,3757366,3406599,3953875,3419176,2518653,4297319,3096038,2620934,2746051,3025636,3602539,3973838,3666858,3356242,3317703,2869296,3110525,4553394
2021-11-16T06:50,3563541,3832048,3875013,3902068,4561461,4104972,3527890,4623018,3780295,3939546,3889654,4940863,3220099,3494863,3030537,2577518,3398131,4135822,5063712,2657046,4137070,3728761,3102072,6268144,3532730,4359181,3313149,2704801,3195738,5035821,4466723,2980589,3019395,2984457,3641087
2021-11-16T06:55,4720396,3047254,4761178,3087714,3912309,3624055,3603874,2378342,4695839,3198835,2422296,4651601,3066380,4287154,3147092,2610185,3790664,2274705,4148739,3487767,2561836,2883631,3366185,2955732,3600087,3978367,3260400,3411312,2313110,4536711,3575717,3062883,1926246,3752050,4534697
2021-11-16T07:00,3773724,3955356,4309545,2657706,3752256,3259047,3643956,4172485,3691748,3888746,4140319,4121096,2398958,3485108,3835306,3819440,4899154,4457959,3858237,4443889,4033775,4153447,2214305,4316925,4384101,4849112,3486639,3726672,4594611,3408619,3283234,3546047,3467466,2604834,3952753
2021-11-16T07:05,3942729,4256085,3342520,2249137,4373405,1348273,3897774,2620066,3159866,3042780,3068938,4732748,3118343,3189515,2651510,2659925,4296359,2427024,3861995,3509398,4516363,3488513,3909544,4500460,3805200,5263923,2745941,3629316,4844605,4240897,4203747,4321549,3125138,3702809,5261682
2021-11-16T07:10,4854722,4436639,5539888,3475029,3815807,4019532,4045720,2562943,2571245,3926395,2963234,3605148,2849585,3374970,2709001,2609837,6148073,3664570,4696226,2975235,3579603,2731913,3189742,4169640,3948928,4764738,2719305,4154152,3608844,4682221,4874493,3646109,3442000,3782296,2966490
2021-11-16T07:15,2947208,5041446,3426125,4040646,3433995,3460990,3275875,3570501,3324202,3105602,3907680,2368002,2631279,3273293,2765420,3446247,3793690,2395391,2840657,5399340,6009512,3750884,3485581,2823895,2316998,3653709,3356238,4270850,3454826,3188657,2684218,4235350,1933774,5852765,4347930
2021-11-16T07:20,4842954,3386406,3671182,3672560,4496183,3738330,4355090,4184640,3220323,2991156,4561875,3475140,4682592,4117326,3767203,3885871,3510279,3427391,4322921,3425747,4987950,4275046,3552401,4379858,3278104,3923599,4141744,3743665,5547937,3300760,3259610,3538506,3039974,3213025,4229593
2021-11-16T07:25,4299611,2927766,3935993,3094947,3368008,3371539,3367890,3783996,3323326,4024017,4653146,4362967,3308993,4140443,2702288,4622950,3326406,3507554,4519837,3101128,3892458,3101059,4761836,3409381,4078937,4727419,3457675,3359031,3973810,3183930,4203419,4120165,2607208,4275004,3129847
2021-11-16T07:30,4878697,3517383,4619021,3253237,4428463,3190579,4279556,2556741,1891435,2889032,3167058,3583435,2792523,2915343,2793595,4200549,3752806,5592657,2174926,3365029,4412047,2995657,2058354,2340505,5212723,4964721,3395186,3571152,4251852,3583495,3288099,3210375,3932405,3420523,4540259
2021-11-16T07:35,4328999,4854917,3254185,2446985,4800540,2703143,3130616,3871842,2971121,3409393,3159273,3694417,2825794,3148098,3470105,3154454,4540349,2827203,1723251,2927678,4337638,4098459,4759478,2127302,4524083,4367191,4673667,3399127,3413827,3466188,4008927,3064199,2362440,3914943,3581120
2021-11-16T07:40,3992568,3560165,5003246,3628232,4155416,2795010,2128366,3032877,2204011,3535382,3901416,3542622,4050312,4047445,2822733,3666920,4619312,3728449,4225556,3783560,4968959,4643057,3669203,3596746,4415304,4820372,3948191,4251015,2909452,3211424,4267743,3826161,3202335,3478161,4145637
2021-11-16T07:45,3224028,4927807,3641880,3947202,3297732,2503167,2594345,4586600,3145599,3245938,3606387,2223168,3095347,3706588,3726843,2694286,3303843,4423976,2916160,3020343,2934728,3896949,2623441,4341048,3698496,3564887,3845861,3838541,2869828,4150785,4698188,3316511,3941395,3162578,4999643
2021-11-16T07:50,2811223,4797296,3641994,3037234,2726468,3093322,3605721,4826757,3041106,2869006,4129506,3924253,3216935,3190471,3651740,4618361,2352730,3354327,3975124,3728879,3789491,4959803,2707148,2743707,4077228,4053217,2646549,4817754,4143948,3874856,5130673,4087841,2916627,3549983,6213209
2021-11-16T07:55,4440403,4220964,4507598,2254530,3896081,2270217,3850872,2671106,3203829,3036553,3134273,4682888,3708383,2864488,2281806,3764909,2799878,4527956,3556805,2801595,3952190,3952039,4339114,4568255,4045770,3863598,3007290,3754286,2469146,3085249,3682796,3938531,2718578,3243409,4036569
2021-11-16T08:00,4457004,3622934,3507151,2707560,3957169,2375029,2409865,4487152,2074258,4184118,4918141,3493812,4058699,2976966,3238358,4200044,3525229,3143049,3746417,4494925,3424072,2691020,4233626,3729358,3124062,4781658,2508032,3892612,3636756,3318585,3507640,3140005,2782417,3243746,3537521
2021-11-16T08:05,4789971,4139467,4770704,3285662,2480050,2580246,2601890,4301857,2330661,3085732,3731595,2524342,3690928,3566942,3754787,2820114,3233685,3621876,3562539,3639322,4248305,4631653,3577833,4929419,2675135,5400198,2412740,4822488,4498875,5198857,3413464,3502040,2890336,4382759,4232701
2021-11-16T08:10,4156487,2974889,4525881,1853543,4248507,4102329,3073781,3310104,3548809,2204536,3410484,3313643,2740382,2908211,2408396,2468849,3440524,4042806,3947291,4274087,2361760,3572654,4222241,3640655,3321728,4089530,3327349,4114082,3836807,4315430,3453444,3167626,3904544,3018710,3074273
2021-11-16T08:15,4166201,3032819,4090294,2479014,4082055,4457928,4373859,4011637,3155028,2068577,2773066,3146021,2836961,2874036,3109124,2768715,5097874,3725725,4436400,2753165,3376387,3629469,4264838,3611759,3436502,3844101,3131549,3416977,3964934,3227943,3436560,3672178,3832759,3928072,3231850
2021-11-16T08:20,4897330,3880278,3866515,2786473,2681183,3206552,3176323,3394181,3571527,3201473,3844010,4795066,1561098,3804699,3052130,3087621,3000255,4835961,5559142,3067619,3135221,2814039,3037526,3638952,4315573,4765481,5149890,3449009,2861011,2571264,3557023,3212031,3490376,3351802,4268079
2021-11-16T08:25,4052440,4848746,4626094,2933319,3855863,2009014,2835266,2536448,3639609,4591779,4039024,3810964,4558312,3974783,3927060,2019956,2681225,4146782,5081375,3586240,3133691,4352300,3912902,2993171,4049970,5082063,4644806,4235826,2725787,3157636,4099683,3794505,3538272,3983456,3472909
2021-11-16T08:30,3817518,2011670,4238976,1801935,4084072,3233436,2532011,3379402,3283793,3292113,3657542,3033707,4479949,3442494,2447795,2894267,2311359,3959584,3890308,3576074,5444490,2633608,4568071,4776442,3392914,4994945,3756122,3389970,4904169,2578560,3450060,3064470,3013571,4362755,4270282
2021-11-16T08:35,3663204,3278903,4333107,3233513,2570224,3053378,2917710,2660604,4530349,3254599,4287421,4386332,2742870,2896541,4165109,3490945,2682197,3649319,3341511,3834242,3395838,3463772,4407336,3251466,3004626,3560859,2290132,4385681,3933224,3828407,5131483,3357101,3434468,3366266,4933380
2021-11-16T08:40,2868795,3255645,4812908,2677511,3519411,4246312,3895793,3102665,2794725,3843580,3608192,1676677,3609731,3791102,2697320,3143712,4665427,3079611,3321458,3043276,3265074,3615761,3797660,4697561,3558847,5017506,3571890,3451291,3224395,4447040,4057342,2683514,2721152,3201421,2695356
2021-11-16T08:45,5081409,3552088,4166254,2943530,4039226,3324858,4139611,4080595,5682836,2970160,4506093,4248666,3510614,3832519,2385756,1309558,2993236,2811368,4184332,3899001,3227509,3513390,3566479,3726821,3601036,4023328,2199007,3045556,5229793,3285381,4369369,3360054,3420015,3240865,4988765
2021-11-16T08:50,4646492,4639568,4246295,1718382,3618592,2874092,3698010,2918822,4627224,3875419,3170966,4700998,2906246,2770917,3100602,3723219,4248275,2979635,5798025,3826187,4148712,2974345,2735113,3410504,4124803,3743628,3058779,1983861,5270434,3117915,3284095,4143838,2177522,3707869,3309952
2021-11-16T08:55,3167968,5118385,3829774,4359016,4449410,2173359,3984740,2305193,3932928,1998272,3928798,3738649,3881460,3055027,2131365,2297555,2594401,3273219,5315937,3634940,3683800,3347773,4534647,5075305,2779289,3976551,2228923,4668347,3349883,3882135,3238577,3152112,2346886,2978295,4592476
2021-11-16T09:00,4716477,4214587,4230774,1753534,3826728,3817826,3445236,3329876,2226814,3317522,3139033,3632540,3100039,3519810,2511077,2927140,1894200,3903073,5157836,3505034,3208293,3559672,3205931,3858821,3354807,5006639,3774456,3410619,3526761,3237587,3168933,2830466,2892305,3695521,4980985
2021-11-16T09:05,3098555,4360366,3835699,3776587,3449241,3997807,4279692,1849118,2258481,3419631,5034328,3804406,2617646,4845157,3550205,3346023,3402519,3785587,2485746,3901234,3570872,3340228,4267381,4203441,3270133,2902178,2493016,3519527,3921752,3309842,5454676,2647111,3334487,3220078,4220370
2021-11-16T09:10,3344349,3154340,3377621,3633921,3973801,2742762,3939803,2968217,3975163,2462042,4424667,1563736,3853141,3023814,2462421,3161686,3684563,3991226,4218121,3033888,2895662,3080678,4322079,4664534,4444267,4091606,3508002,3187382,4316335,3053648,3024962,2795519,2250454,3518488,4077707
2021-11-16T09:15,3449738,5574099,5085968,2135528,3165331,3421393,3303105,3374856,3561556,3049645,3326903,4278190,3188217,4023980,2576154,3232200,3541336,2967919,4011311,4350972,2949260,2872468,3237792,4618769,3842921,3763559,3868803,3220365,2629639,4188236,3448452,3000205,3700021,3085182,4089162
2021-11-16T09:20,3876212,3982232,6377306,3785691,4181554,2713982,3429037,3678738,2724403,2701203,3332255,3362446,3058268,3175050,3495949,4250627,3212501,4358431,3518176,3195244,5263338,3906774,4420179,4613956,4411107,3035367,3050971,4268141,3926463,3883543,3291371,4469778,2691732,3730097,4797892
2021-11-16T09:25,5246733,4581394,5953090,2814903,3232723,2589547,3667801,3581222,3603714,3428447,3844779,3586457,4151421,3908674,2509308,3042109,3692382,3858536,4093546,3552829,4111436,3725404,4959664,3782814,4781281,3740762,4133337,3070548,3063976,3351851,3440306,1929578,3286577,4466718,2800407
2021-11-16T09:30,2825778,3845966,3937654,2253114,3578404,3538834,2637056,3169972,3232456,2671838,3441180,3190567,3072956,4081084,3605148,3159959,3857363,3075560,3570986,3062981,3050593,3951501,3897722,4094526,4658082,4648281,3352601,3890541,4686931,2314763,3421639,2524949,3666513,4386423,4078883
2021-11-16T09:35,4124170,3575566,3517149,2376334,3837532,2832171,3838981,3970114,3405676,3213876,3667857,3563740,3079175,3726544,2500498,2878223,2146077,3681212,4820919,3939875,5078545,3636539,2964487,3343118,4236977,3806451,3611177,4188026,3653817,4068887,3382515,3621150,2599174,4259848,4182149
2021-11-16T09:40,4749365,4017077,3444373,2430316,3384276,2698510,3823646,3004749,3950160,3256018,3748595,3892436,5274847,3174763,3566286,3362852,2864465,4122187,5439525,3848230,4661919,2442189,3490917,4347675,2825980,4703143,5017041,4518117,4385014,3952923,4015493,3787997,4687036,3959956,3649504
2021-11-16T09:45,2868865,4352313,5813160,2705480,3897897,3256104,5258241,3200326,2799322,3052138,2947715,3455911,3294916,3150109,2382703,3644686,4766474,2752549,6108460,2783032,3141230,2913076,4134551,2073310,3891539,3880996,3577297,4113115,2910713,3366605,3331550,3635703,3206431,3028302,4920931
2021-11-16T09:50,2185893,3193066,3110032,2270114,3847713,4383677,3359860,3085951,2541088,2241398,3337641,3608069,3866015,2717679,2455757,3311052,3675375,3286491,3425559,3539840,3183079,4165982,3315541,3416902,5410069,4535054,2775234,3914895,3061598,4654219,5281406,3669850,4390392,2208791,4443453
2021-11-16T09:55,2916018,4953871,4124208,1902550,3555978,4405318,2922152,2965530,2992075,3877541,3770555,2316551,3935816,4620345,3673548,2823269,3656416,3060690,4311044,2328893,4152457,3425441,2925348,3859957,3434538,3774904,4017428,5363906,4957370,3268598,3901351,3190252,2327238,2925435,2698588
2021-11-16T10:00,3937072,3187780,3504066,3342600,4476823,2783905,4393926,3493171,2688570,1871856,3516692,3952175,3936549,3267136,2520692,2199029,3620031,3421874,3387105,4376232,3770619,3855740,2490465,3403091,3789369,3935705,2124214,3198062,3776535,3685002,5437911,2327413,5167083,3148897,4136158
