mtime,AC,AL,AP,BJ,BQ,BS,BU,CG,CZ,DL,DU,DV,EM,EQ,FK,FZ,GH,GM,HI,HL,IL,IQ,IR,IV,KL,KX,L,LR,N,NO,QW,TU,TY,VX,WZ
2021-11-13T20:30,2507189,2616001,3648427,1865837,1226806,2137380,2012957,1956531,2400512,2587616,1244303,1356524,2894005,5065680,1836422,2017669,1911875,2423170,2286176,2052946,1566121,2284920,2799636,2375332,3299104,3003983,2595021,2640091,3195660,3221301,2683243,2348706,2722115,2787362,3000179
2021-11-13T20:35,1562615,2691223,2075342,2703714,3116309,3040135,2566438,3923701,1384337,2765817,2468761,2511371,2565040,1489205,3774128,2988173,2665814,3311491,2525999,1031896,933116,2501466,2978558,2937109,3432103,2385970,1986313,2026678,1990190,1707545,3247776,2778776,2634665,3296673,1288285
2021-11-13T20:40,1997482,2167521,1771690,2196413,2268214,2612613,3369307,3524121,2217003,1820233,2328299,1889040,3038553,2785526,2404799,2246880,2620185,1638776,3048219,1772963,2149560,1965086,2260588,492474,2683437,3265370,3052484,1365076,1860150,2756368,1959831,1731738,3169701,3491842,2637121
2021-11-13T20:45,2035443,3293679,1515973,2459624,1508578,1399270,3242272,3365883,2346429,1638299,1915934,1666600,3967996,2690193,3179685,2314033,1161985,1233210,2587481,1615999,1853039,2791066,3298846,3389700,3803304,2022238,2837272,2947677,2280463,3294430,1938886,2417353,2865756,1839649,1682745
2021-11-13T20:50,2364078,3149237,2828953,2509723,2251458,3790723,1587104,2696122,1903495,1791254,1758885,2038872,3949203,3514004,1614826,3093936,990527,2481859,2279544,2340320,2378923,2547954,3098126,1387625,2565359,1876395,2759483,3594092,3072844,2355611,1432439,1727454,3142888,2036965,2504371
2021-11-13T20:55,1980673,3121487,3073743,3829467,2504895,3140365,2962389,2878497,2889864,2479667,2395466,2187553,3033668,4364356,2416620,2791182,1986705,2139769,1921938,2692128,2018231,1470309,1834007,1548729,2815195,2473049,2242555,1563418,1964054,3039608,1752773,1952255,1872115,2334619,2329753
2021-11-13T21:00,2422625,3503034,2361359,1865972,2745179,2349135,1447600,3321797,2987886,2312225,1727150,3145747,3753357,2798194,2797559,2104344,1537774,1805260,2088288,2740878,2179155,3041704,2319212,2986788,3125930,2592611,1765160,1669891,2719964,2801802,2608878,1412108,2000672,2580100,2229280
2021-11-13T21:05,2749325,2464730,2236581,3228923,2504726,2520922,2194527,3207653,2494963,1393313,1477835,2491849,3149124,2143223,2111658,3054775,936428,1688878,1953076,2234065,1556552,2514872,2259386,1227874,3472459,2730568,1816840,2424058,2561788,3567309,1675678,3088428,3249957,1691814,1948907
2021-11-13T21:10,3223948,2583039,2361679,2999461,2742882,3121003,2782665,2934355,2638146,1521319,2883913,1987870,3445544,2296620,1909890,3022838,2073151,1378336,2141591,1813807,2336203,3083290,2394410,1891572,1883216,1800226,1955887,1401100,2741064,2914273,1963127,2840952,2668820,1338626,2333982
2021-11-13T21:15,1309885,1335481,1914597,3829430,1985151,3513801,2874637,2127819,2893050,2276226,2343735,2134622,3519425,2754919,1624912,3159654,971410,2759203,2593828,1904624,2247190,2206799,2271036,2693659,3001106,3730035,2827220,2717801,2926915,3499501,2363079,2043901,2501568,2327053,1951019
2021-11-13T21:20,1695214,2655998,1570601,3509497,950407,2082362,3241014,2368707,1577399,3233925,2255345,2649076,3088350,3101859,3502347,2384311,1275345,1562851,2973908,2115377,835499,1909719,4090374,2676011,3930901,2607333,3226004,2521636,1614664,2664070,2577164,3196842,2514224,1807431,2641796
2021-11-13T21:25,2144607,2521875,2519794,2142127,2301699,2227099,1626551,3035232,2916532,2841050,2432759,1700934,4143545,2149232,2999800,2738406,934538,1812827,2986425,2422725,885911,2724362,1645138,1954545,2992935,4349524,2277470,1985623,2741890,1683668,3328194,3240761,3642251,1165779,1866587
2021-11-13T21:30,2515871,3406437,2147046,2113375,1524807,3854936,3449278,3146784,1603929,2020944,2221433,2376937,2808086,2628288,2948087,1779476,3093312,3250644,2066017,2237307,1955611,2404051,2163755,1166894,2488429,2794103,3049256,2033093,2654232,3492817,2494116,2385683,2691487,1119952,2889345
2021-11-13T21:35,2967528,2420217,1908266,2808908,2053565,2912830,2713870,2704229,2598270,2798163,2557143,2209382,2695390,2398126,3792536,2769269,1793463,1702866,1804735,2569101,2143258,1828466,2056004,1262210,1967039,3612582,2743542,2370640,2047619,3174889,2436888,2916704,3621131,3302946,3490082
2021-11-13T21:40,2693391,3738079,2129600,3473740,1765261,2219153,2958345,2338790,1248550,2780884,1711824,3385496,2165113,2330360,1605129,2609916,1375060,1969434,2259572,2032789,1681748,1819202,2177274,2592823,3342674,2594925,2964545,2159465,2163632,1850158,2974798,2927987,2398670,1477578,1734513
2021-11-13T21:45,1500676,3493677,2084034,3058209,2660715,3498429,2394520,3161556,4009217,2013588,2824842,3336472,2775203,3118464,2698480,2945110,1512669,2861086,2524920,1967709,1927292,2136605,1956532,2608185,2625191,2771662,2214288,2749077,1641356,3280903,2749207,4247335,2549472,2876540,2119906
2021-11-13T21:50,3091172,2363668,1873438,3804180,3223067,3257685,2760478,3310511,1347516,2106759,2449302,3095280,4212426,3462675,1993357,3963251,1783354,2294750,1991883,1698601,1864809,2269558,3833696,2637890,1706100,3385806,2119697,2386127,2905333,2201895,3375193,3343727,3328257,3975718,2960337
2021-11-13T21:55,1686408,3824315,2252959,2858899,2116002,2847315,2849574,3960429,3198439,2234593,1379891,2351204,3102100,3799488,2453184,3227925,2683021,2169662,1911413,3247229,1945664,2864544,3545941,1103278,2943179,2116495,2228836,2401921,1981158,2764631,2484913,2088939,2840763,1700994,2241058
2021-11-13T22:00,2345947,3494594,1582647,1690174,2487295,2484841,1241096,2500606,2971603,1416279,1795432,2130641,2696441,2161427,3198848,3338458,1309046,3262169,1992867,3112770,1436594,3883293,2020709,2591362,2332685,2247894,2203905,2324712,2576015,2628803,2914408,2386523,1751514,1854058,2874774
2021-11-13T22:05,1037349,2432592,2213358,4218346,2042145,4043997,1223566,2527808,2727260,3066716,2441269,1183204,2852868,2386597,2624976,2623395,2050618,2936143,2790511,2871035,3181513,2742231,2949499,2607934,2853148,2307990,2783196,2824397,1676634,3473362,1905292,2522246,3136888,1943014,2463711
2021-11-13T22:10,2738568,3602611,2747974,3630715,2746691,3311724,2033209,3518974,2228837,2989823,2280756,2790213,3848464,3137027,3157197,1389919,1658479,2446207,1972550,2178514,1929619,2165323,3076983,2097753,4385876,2607586,1242123,2265402,1790043,1876328,1243596,3329410,2381771,1525733,1535766
2021-11-13T22:15,1452499,3466060,2742019,2839876,1858854,3396063,2618703,3313064,2775652,2657338,2508532,1517190,2688339,4087026,2236903,2024817,1077974,2363529,2503147,2180058,2752826,2339486,1746574,2229048,3135072,2365185,2295678,1688526,1540016,1459028,2768694,1555325,2323033,2595717,1695045
2021-11-13T22:20,2213329,2713592,1464724,3858731,2999434,4523740,2770818,2192686,2421928,1493636,1983012,2371627,3444172,2670231,3186239,3401456,891460,1911862,1969317,1886088,2832342,2382178,2342548,2208488,2759152,2382866,1689250,701054,1402228,1394036,1558563,2933734,2693846,2293307,2559473
2021-11-13T22:25,1755862,2433414,2042835,2329462,2173629,3515861,1868869,2852892,1756685,2155455,1848689,1101660,2977488,3900605,3149711,3178684,2253378,2276426,1377430,2259497,2191347,2292791,3782083,3503024,2395676,2754733,2072255,1355252,2909673,2182135,1736845,2315053,2128153,3195475,2480102
2021-11-13T22:30,2336653,2760757,2316049,2823047,2600669,2478209,2284288,3410665,1830075,2047648,1773699,1975829,1267193,3048753,2631855,1788895,1865180,2552055,1387168,2820082,1533202,2803358,1988679,1801568,3777020,1961990,1845727,1860388,3384222,2750891,2286175,3178827,2615415,1911999,2667359
2021-11-13T22:35,2103016,2666865,1616504,2997728,1902524,3723108,3299589,2682688,2749114,3285619,1324112,1684635,2680925,2325751,2618462,2880166,1861102,2502490,2407285,1607129,1696901,2621679,2866749,2706737,1639824,1525101,2470397,1851018,2533447,2459118,1852058,2014443,3722360,2701740,2425201
2021-11-13T22:40,1583762,2564360,2409377,2296474,2102837,2685106,4002909,2349011,2367615,2207189,2713436,2378032,2949659,2813523,2069981,3393384,1456383,1707789,2850354,1304079,1754572,3142209,2123007,3262618,2664608,2158431,2707815,2518235,2089838,2685349,3124299,4020468,3296720,1924283,2504602
2021-11-13T22:45,2070491,3192966,2224792,2247051,2129711,1764509,1653140,2755314,2087300,2398621,2425868,2256040,3860507,2398273,2267127,3380483,2090594,2423518,2351790,1511455,1413847,1946707,3381324,986352,3553693,3250994,1842984,2427220,1464616,3381639,2162694,2492010,2636951,1992226,2280136
2021-11-13T22:50,1377750,2835665,2362809,3526328,2238811,3468458,2642076,2593036,2326007,2019523,1502864,1922568,3345028,2100519,2641396,3717563,1664822,2241307,2010312,3135078,1947446,2607979,2615473,2719447,2104520,2382861,2513781,1962632,1858447,3409384,1847945,2984714,3001960,1227998,2774781
2021-11-13T22:55,2531246,2273599,1616325,2447829,1295584,2927032,2916210,2204982,1315416,2524062,1526962,2194955,3395835,2593441,3563969,2586862,2273602,1806997,2465595,2403941,2477193,3099998,2168376,1486116,3030137,2854818,2042680,2179969,2096144,3478543,2310673,1689713,2386207,2768977,2591376
2021-11-13T23:00,1655393,1953692,2476553,2289547,2634324,2041470,3152997,3454550,2685481,2181031,1776496,2721589,3642998,3053343,1819685,2070304,1705585,1739931,1215772,1516851,1701130,2115653,2612089,1490427,2269938,2778029,3243340,2550082,3033753,3214311,2308096,2065780,2225383,2007235,2702731
2021-11-13T23:05,3277104,1674036,3177839,2977009,3112667,3186033,2924206,2022854,2085337,2588296,2369839,1694848,2876830,2265512,2244224,1390695,1755777,2383936,1479443,3183065,1426503,2519178,2134539,2123598,3323056,2117631,2036296,2396271,1670211,3962883,2672475,3142018,3948281,2725740,2679342
2021-11-13T23:10,3031837,3469535,2020959,2681844,2966568,2688669,2857854,3058412,1549720,2403667,2181394,1697436,2788530,3150265,2870172,3840728,1571773,2427172,3181504,1639478,664344,2602094,1816598,1879919,3330574,3026603,1571375,3136681,1406442,2995350,2646779,2459942,1001668,1825475,2175719
2021-11-13T23:15,2104195,2040591,2705497,2067743,1779136,3115574,2454380,3223361,1818083,2983436,1705007,2334645,3718436,3805500,2954982,2984920,1610482,3026024,2218108,814401,1721582,1062709,2941281,1549289,1590210,3197089,2853447,2707100,3266536,2202095,2474111,1921750,2374466,2300773,2429926
2021-11-13T23:20,2020722,2596204,2204828,2260066,2247115,2929658,2193307,1750681,2453305,2521339,1036929,2363123,3964693,2721245,1727321,2278721,1868500,1936389,2081103,1757192,1684608,2496389,1961491,2738437,2302360,1335366,1893278,1309482,2815341,1686572,2324962,1846787,1751073,1503622,2613674
2021-11-13T23:25,3030490,2981693,1849534,3581304,2686186,2003370,1382573,2713130,2493039,1520034,2516478,1942551,2775936,3297363,1753168,3334751,1975169,2926280,2721841,3347060,2283874,2185542,2272335,2858603,3922700,2671319,1643447,2489078,3579633,2715301,2291325,2911809,2352375,3376482,1760295
2021-11-13T23:30,2773907,1616754,2106249,3725768,1888014,2711056,2323238,3141757,2975643,2190459,2512831,1140673,3141521,2609782,2261326,2960346,1223022,2426730,2281928,2228100,2219756,3989900,2496797,3339651,2896053,2445401,1704436,1555616,1603601,3364414,2551683,3022605,2842608,3327183,3082245
2021-11-13T23:35,1821140,2153321,2681725,3580078,4165533,2398956,1827025,1707618,3271983,2376963,1807091,1480810,3358761,3281535,3440571,4336200,1496014,2238650,1983215,1755854,1023963,3018388,3521769,1727006,2250236,2734462,3638364,1798257,1954223,3208524,2732937,3224711,2472810,1987452,1435386
2021-11-13T23:40,2528401,2525638,1795617,3594838,1890790,2272712,3077504,2890130,2279889,1910359,2781496,2037284,3348586,3176250,1567096,2715560,2033664,2376031,2142433,1011071,1259405,1930750,1919488,2547316,2541275,1967508,1090993,2461136,2607440,3885302,2457502,4390055,2555994,2268472,1342150
2021-11-13T23:45,2829101,2562469,3250224,2685279,2331586,3943717,2420556,3041001,2836230,2448489,1260271,2458772,3423182,2523596,2235963,2698904,1807772,2621442,3471315,2518481,2180189,2910256,3158948,1974203,3426031,2791336,2916355,1900547,3323009,2545919,2796909,1835465,2382396,2884755,1652727
2021-11-13T23:50,1308878,2326450,1490537,3539911,3417610,2728267,2359734,3093722,1871239,2252715,2263109,1708933,3196979,2476646,1749325,2537646,1205228,2458996,2377696,686295,3306784,3972705,2141432,2151469,2716829,2542072,3194484,2242296,1161711,2890896,3045570,2510601,2308929,2137742,1734182
2021-11-13T23:55,2119074,3120943,2239803,2072559,2830433,2798540,2392923,2535551,1718385,1520670,2901920,2265546,3731438,1996030,2841466,2420648,3078025,2300217,1426435,2748937,2168249,2471049,2488763,2186993,2067394,2675542,1619203,1116685,1916057,2420370,2485124,3402083,2731849,2462019,1890672
2021-11-14T00:00,1737305,2110229,1493790,3502529,1922779,2895393,2323908,3987783,1342096,1916140,2186533,2959819,3827577,2883254,2835404,3134372,2337416,3059468,3284943,2119175,1491515,2463874,2012280,2226360,2287747,2606590,2608184,2759422,1382405,2890667,2465417,2496609,3244374,2499413,2472446
2021-11-14T00:05,2819930,1772329,2518885,2892958,1780623,2514713,2689198,3263854,1494141,2278501,1928419,3174782,2256336,2704113,1829101,2863843,929210,1990738,2332446,2255950,2560996,3270598,3188339,2351881,3040150,2708589,2437444,1600130,1892801,2329023,2307345,3447601,3103371,2393268,2405402
2021-11-14T00:10,2460462,3663792,2372876,3285709,2343525,3826994,1513811,2984258,2552551,2821898,2766765,1341153,2648700,2449148,3247817,2449903,1529666,2347994,2935226,1844132,2141892,1704227,1896981,1548651,4103751,1908160,2537635,2096881,2215785,3119481,2773136,3221422,2996474,1710763,2719104
2021-11-14T00:15,1531609,2773056,1489736,2688951,3408645,2384668,3578309,1842701,1971253,1095483,1576371,2494728,2765055,3252237,2121412,2179045,2646754,2566411,1673169,3272221,2413480,3089760,2735009,2541015,3316073,2067117,2238855,1860847,1781404,2635212,3074982,2253043,1757617,2588284,1671835
2021-11-14T00:20,2811116,3385322,2758121,3171892,2975454,2699773,2022741,3071740,3057275,1899059,1251081,2098598,2251884,2186054,1739673,2187615,1682934,2217017,1732726,2071977,2280995,1378104,3679022,1754468,3101520,3353009,2496370,1911719,1990273,2399787,1839579,1964419,2977300,3046363,1815221
2021-11-14T00:25,1792564,2034831,2865589,2445067,2410995,3161215,1715481,2820715,2148294,2523926,2297550,1892353,3013704,2962178,2667135,1921111,1267133,2033279,3339706,2023184,1847451,2276766,3027076,1690315,4191048,2498373,2705917,2092174,3170241,2764193,2552434,2665949,2196751,1694359,1750400
2021-11-14T00:30,2239817,2541057,1966194,3472631,2690445,3300797,2995434,1090472,2642289,2569381,1414243,1803046,4209586,3669177,2379919,2414170,2011248,1786094,2364364,2025158,2245416,2194681,3592138,2351428,3244060,2998808,3380187,2460119,3057571,3160079,2800898,2480013,3310367,2285850,1659873
2021-11-14T00:35,2486035,2068391,2551762,2408003,2481662,3224861,2788372,2736544,2203865,2691442,1252013,1442383,2398464,2546341,2226580,2399306,962024,2457523,2444116,2150634,3457359,2486747,2169105,2017385,4671840,3146394,2510074,1444639,2434347,2792115,1585624,2631074,3025864,2464746,1875117
2021-11-14T00:40,1648361,3714959,1363539,2093582,2112831,3009987,2434356,2784966,2763141,1954360,1749614,2146183,3011331,2051686,3041016,2188736,1551618,2601554,2035118,3596926,1487118,2201755,3985152,2266855,3938695,2713867,1961286,1330943,2100008,3948553,2091305,2230842,1555578,2142097,1843174
2021-11-14T00:45,2407992,2289755,1565361,3152192,1535916,3824083,2239901,2834136,2683564,1311375,2704507,2421390,3314559,2320186,3715012,2458498,1536786,2080965,2271990,1993784,2221535,2171070,3244864,2368185,3690757,2475087,1678202,2563362,2246948,2338173,2179398,2632469,4062531,1854922,1893644
2021-11-14T00:50,1371369,3663232,1898464,2843366,2072769,2534959,3607946,2257130,2211010,1612549,1609242,1491540,2549382,3064609,2945928,2963657,857676,2458535,3419355,2738301,1990137,1885094,2982119,1017345,2808857,3081342,1890280,3133720,2119621,3253493,2811421,2088907,2507297,1700460,2774652
2021-11-14T00:55,1519265,2244577,1818841,2616753,2260893,1609469,2048632,3977637,2179651,2546626,2103535,1329760,2600830,3479288,3811901,2492266,1858273,3105049,1919702,1238171,2915934,1756891,2966087,2736024,3277329,3048380,1533166,2717230,2793601,2366980,3428396,2463739,3277400,1394826,2828270
2021-11-14T01:00,2623676,2008955,2544390,2816321,2302237,1896043,2254686,2658371,2291773,1565429,1871632,2259193,2799280,1504039,2277533,2252127,1989949,2397323,3008364,2413145,2347024,2190519,2264521,1391171,3522988,2893377,3664958,1570877,1782598,3637904,3028775,2293779,3523856,1809824,3102350
2021-11-14T01:05,1427151,2006897,2111901,3436644,1911123,2934981,2016050,2196038,2035849,2139748,1726214,1880735,3217867,2144763,3809630,2845321,2658003,1304526,1890166,1791991,1880363,2597446,2705838,2387903,1866828,2485086,2952238,1409475,2964266,2648059,2490038,2837274,2155207,2419764,3425308
2021-11-14T01:10,3262583,1926640,2280910,3560871,3139775,3189451,972012,4068370,2444668,1766657,2174767,1488894,2585993,2791730,2413558,1978420,1778403,2432565,1577541,2032684,3084244,2096435,3945482,1245063,3077851,3829999,1848303,1858870,1744780,1793811,2098847,2656141,2252649,2180864,2547004
2021-11-14T01:15,2795902,1711106,2339901,1811085,2270662,2546888,876086,2969283,2063523,2810120,2109256,1927208,2836805,2572697,3158455,2572247,1380391,1455420,1350686,1564386,1508857,1761358,2908949,2428697,3203544,3496223,2177864,2740818,3151901,4407394,1587241,2796722,1919474,1455780,3141431
2021-11-14T01:20,2586822,2740955,2578558,2529728,2596774,3306105,3742677,3778115,2683172,2716878,1804748,2602719,3723776,2853844,3079001,2682173,2035108,1729426,2982335,2083206,2266716,3400339,3160002,2525971,3347526,2719886,2653132,2195304,1825639,2958498,3769302,3226732,1142352,2443693,3478808
2021-11-14T01:25,2976477,1878342,3423245,3185633,2902394,3534001,2108563,2970376,1773637,2400663,1987114,3192127,3194125,2292905,2449317,2062071,1517197,2600609,2732776,2935233,2303737,3152783,2988105,923845,3306991,3104911,2349567,2073295,2376048,3113512,1759903,3361013,2150253,2774005,2316116
2021-11-14T01:30,2404672,2740462,2184213,2327247,2124963,3471951,2483903,3413760,1702657,1967204,2105694,2569503,2593175,2880052,2076705,2986649,1917253,2983636,1117244,1717072,1796584,1835526,3195302,2245778,2792533,2812839,1403920,2397324,2060479,2814740,2247976,2315145,3250876,2104191,2638265
2021-11-14T01:35,1582804,2654787,2195099,2928425,2193347,4043439,2258512,3219554,1882280,2017834,3179741,605511,2776858,2483916,3143435,2729896,1576288,1684608,1616764,1510135,1808099,2654542,2655773,2290746,3087362,2912252,3225196,2695945,2164631,2821230,2414311,3658152,2120540,2814422,1398467
2021-11-14T01:40,2455382,3944670,1072307,2611660,1846795,2292892,3188332,1974888,2196510,2446775,1764025,2197874,3243658,1742295,3956031,3635020,1363335,3294344,2016643,2283999,1371847,2324238,3362958,1874264,3529544,2926510,1773104,1367728,1844149,2941140,1020072,2452501,1956372,2074087,1532857
2021-11-14T01:45,2027245,3075422,2610631,2609629,1714358,2498325,2397560,3376242,1769436,2472431,2167820,2003523,2727680,2041765,3768842,1971188,1653180,2112701,2471458,927816,1846389,2016941,2543028,2050020,3085558,3282629,2705314,2764635,2038419,2294764,3559585,4180918,1681050,2553806,3288632
2021-11-14T01:50,2228912,2149636,2669142,3078429,2675631,3348135,1929937,2880966,1592936,2338623,921305,2441430,3061542,1366351,3257702,3238528,1604030,2258658,2473659,1267852,2096183,1831075,3001903,2102301,3087021,2155886,2249278,2396907,2500662,2569650,1917671,2445956,3507297,2972239,1715655
2021-11-14T01:55,1919789,2573341,1534065,2360850,1373711,3471950,2507476,3148139,2813206,2414104,1962614,2980031,3124970,2809446,2435925,2360145,1942710,2188714,1521912,2956996,2321772,2794209,2879370,2345229,3186342,2448908,1765050,2391553,2726552,972834,2081672,2547178,2579221,2703449,2248894
2021-11-14T02:00,2543859,3279508,1600702,1975536,1861557,3661984,1992053,3709706,2338845,1392935,2530136,2812656,2648175,2019360,2861723,1455076,1542027,2211453,1601860,1711423,1312441,2123737,3107621,1160635,2687874,3199614,2235588,2066368,2457175,5092571,1793754,2724688,3043330,1847949,2037656
2021-11-14T02:05,2536449,2870651,2401403,2561267,1626467,3087306,2735034,3148293,1615926,2500543,1292189,2075751,3184634,2571550,3444119,2083796,2414129,3267691,1771714,2273831,2544523,3476666,2965066,3070568,2857824,2931809,1694359,1613192,2028695,2655164,2540018,3224458,2884587,2167303,1777503
2021-11-14T02:10,2992127,1478386,1914402,2264226,1207141,1887966,3253320,2469462,3683435,2017139,2212513,2618179,3890239,3524043,2572951,2525575,1726917,810361,1328493,1163014,2387389,2481945,3385948,2462708,3588938,3289076,1230735,2709793,2355278,3056047,1373247,1356673,3157929,2468187,2718928
2021-11-14T02:15,2329195,2108299,2791318,2338736,1954290,2823165,2357278,3392603,2944996,2215676,3008262,1912994,3042393,2392597,2073906,2752071,2155036,2702364,1357242,1972161,1514715,3265135,1298339,2476144,3013869,3884632,3231987,2188060,2362807,2259545,2301467,3816769,3476592,2922385,2470225
2021-11-14T02:20,2825512,3062110,3495068,2993871,1842877,2583923,3155441,3526602,1957536,1829379,1503630,2595531,3697059,4126129,2210987,2878023,1276470,2566188,2645649,2257374,2026654,2596327,2406883,2384221,3351628,2519110,1772474,2751868,1888143,3371039,2125771,2400581,2504956,2139873,4072351
2021-11-14T02:25,2430120,2830119,2592026,2474107,2261846,3459609,3336549,2350921,2854935,2084976,1422462,2199868,3269398,2791241,3628151,3683948,1964528,2440657,2357067,2394915,2128344,1949358,3693066,1940229,2292394,3961187,2953100,2272005,3547073,4127370,1551589,2279617,2547060,1875840,2656922
2021-11-14T02:30,1470015,3501440,1257917,3274474,2507531,2258857,3468331,2728735,2123342,2081791,3209577,2040669,3564315,2685762,2941079,2644663,1562108,2787883,2185630,1571415,2144880,3281966,4085847,1850613,2877626,2187970,2241792,2173366,2000500,2983109,3439265,3464892,2556843,1327282,1928373
2021-11-14T02:35,2200555,2129191,2431181,2246848,2304327,2272582,3159570,3097079,1385930,1834776,1458978,1858369,2934446,2356315,3612319,2841091,1255697,3038592,3145689,2384132,1837291,1916941,2020256,1934439,3198246,2518782,2750435,2663161,2513289,2361491,2452871,2614670,1687964,3203426,2025927
2021-11-14T02:40,2886054,2022488,2600734,3251590,1923419,3063555,1923679,3868627,2412983,1815508,1533390,2050741,2345388,4083912,2621431,1373302,1129033,3311324,1167592,1497908,2620114,2460724,2865906,2230316,2089347,2986853,2432805,2245153,1376877,2175943,1602203,3278779,2207900,3081689,2735764
2021-11-14T02:45,2781276,2261947,1447946,2786776,2350714,3315088,3257296,3332564,3212566,1971993,1744789,2174561,1937825,2317628,3230299,2091064,2359406,993564,1866527,2767830,1699239,2889944,2857197,2717661,1954404,1930102,1948242,2588725,2696035,3365796,1641150,3037699,3732976,2367925,2379562
2021-11-14T02:50,2015629,1932453,2828676,2937401,2410812,3017136,2759688,2597552,1401706,1957173,1149169,1929712,3067043,3335377,2957185,2942173,1978411,2880319,2416742,1405288,2797441,1922749,3767322,2645979,1936748,2473969,2221838,2195180,2181542,3532945,2268946,3252498,2928699,2139448,2636197
2021-11-14T02:55,1605960,2567245,2647834,2125216,1935838,2759903,1815423,3482903,1867246,2624719,1168631,1684248,3322198,2824233,2826514,2600151,2872461,2560826,1573396,1988617,2014121,1964898,2838125,2355078,3396299,2305169,2669829,2293468,2353003,2013289,2348347,2633093,3429339,1558888,2323237
2021-11-14T03:00,1508979,2250208,2431280,3119508,1587476,2678701,2350992,3352026,3064190,1666080,2319159,2242737,3434152,3400373,1570202,2369218,1884503,2416394,2073158,1642325,2090707,2886386,3286840,2617060,4415303,2776356,2711187,2498089,2665980,2300956,3080089,2718485,2570118,2644237,2954767
2021-11-14T03:05,2681124,1495562,2318881,2361935,3211243,2162458,2984431,2755157,3164046,1651684,1906749,3016239,3810104,2472202,2036262,3513090,2239787,1588060,2777307,1904325,2402501,2665576,2915921,1965502,3716005,2959598,2489720,2340427,2953168,3940027,2429111,2597853,2958092,1913742,2969833
2021-11-14T03:10,1724785,2996593,2552018,3127887,2196692,2853671,2639852,4264526,2422400,1472395,2113486,1433912,3107501,2214001,2581146,2496681,2255707,1639879,3772404,2549700,1129480,1876639,3387917,1952166,2070756,2028198,2263556,2365149,3261233,2093355,2995186,2838057,2101860,2419614,1208967
2021-11-14T03:15,2787924,2122009,1557943,3317599,2951559,2473169,1676897,2978222,2743994,2325729,974931,2399368,3859130,2501118,3688247,4034020,2591004,3117009,2428325,1435852,2161450,2688326,2719039,2107435,3738849,3067210,2622295,1731369,2563553,2929325,1614064,1898485,2741841,2024485,2514542
2021-11-14T03:20,2010974,2626425,1989570,2413497,2224488,1530666,2072848,2245614,2657558,1994477,2570519,1840559,3046532,2137508,2662356,2962550,2293612,1088087,1344544,1284042,1903274,2620853,1620384,3703063,2190748,2704750,1490230,1376304,1709609,1985874,1935611,3339398,2039327,2650088,2607317
2021-11-14T03:25,2697654,1909579,2193489,2675902,2694937,2982446,1697323,3863263,2448512,2474752,2013529,2259275,3040010,1901976,1880366,2892187,1064539,2753483,1989206,2245493,1662973,2900723,2508269,2096224,2336874,2549164,3331026,1458485,3372919,2481456,2013876,2809247,2570721,2291039,2300655
2021-11-14T03:30,2130321,1642567,1441084,2597321,3535406,2396442,2084245,1848458,1694104,1436906,2014008,2137192,2182088,3037860,1960296,2859531,2112799,2321037,2081900,2115846,2212464,2084786,3632595,1578488,2685375,2276401,1735504,3024121,2005112,2260706,3851946,1801542,2598578,1753358,2221875
2021-11-14T03:35,2630667,2318568,2951336,2804022,2309284,2900748,2753477,2122015,1317179,1833704,2239391,2009405,3069976,2251432,2466309,1381821,1977598,2379508,1959090,2226277,986949,3460098,3441339,3122319,3981218,2136126,2165526,2058491,2307619,2514215,2699252,3028425,2916684,2734869,2067491
2021-11-14T03:40,1554970,1576770,1655987,3447571,2617861,2253284,2187942,3759007,2855257,1230869,1285531,1769701,2725183,2710931,2622459,2653806,1891307,2953974,2248447,2237219,656289,2252181,2624628,2223754,2977182,2499922,2296340,2670193,2142787,2033917,2703618,2907471,2495059,2247240,1574474
2021-11-14T03:45,2275391,2626473,2412250,2823467,2339516,2655612,2997980,2570142,2240278,2714556,2343455,2324303,3333086,3133945,2348336,3266206,1843705,1317385,3400134,1880006,1939111,2597400,3759030,1572599,2274619,2633319,2203346,1406162,1727892,4855044,2118140,2894637,2879253,2546732,1611042
2021-11-14T03:50,2230978,1860746,890709,3220064,2093261,1539451,3556648,2383337,2484573,1803129,1206628,2818094,2268520,2493064,3161597,2369594,3128645,2139716,1955355,2284521,1493041,2258613,3147030,1655912,3224401,1610721,1748957,1684742,2788333,3095708,1665350,2490227,4299647,2579773,1439528
2021-11-14T03:55,1722717,2670099,1309084,2085592,1355301,3037351,2962667,4037015,2659929,2305597,2075342,2101955,4136010,2064324,3024482,3916764,1909163,2360169,2527882,1534504,1876211,2034884,2007455,2441063,2470661,2817032,1623085,2796670,2547130,2033861,3090019,1908049,2501217,2322218,1461586
2021-11-14T04:00,2912380,2921093,2404659,3063460,2820208,2044494,3335572,2999026,1818410,3329003,2042640,2153656,4520575,2736511,3877649,2786321,1923772,2511014,1932845,2175857,1582756,2250873,2769113,2934945,3195089,2985657,2457231,2161897,1885253,2071168,2095530,2080893,1607622,1241156,1795728
2021-11-14T04:05,2763274,2057616,1925952,3329200,1568128,1878540,1754517,3254628,3468091,2382080,2137878,2274498,2690238,3133993,3249998,3615547,1932155,1940032,2372439,2684552,1949557,2752029,3494593,2754971,2154257,3168201,2951030,2747583,2355776,3549242,2177148,2396527,3499310,2460452,2581865
