mtime,AD,AF,BG,BO,CR,CS,CV,DR,DV,DW,EN,GL,GP,GU,HL,HM,IO,IW,IY,JK,JL,LM,LP,LQ,M,MT,MX,NP,NS,QR,QT,S,SZ
2021-11-16T02:20,1851261,3358948,2741024,3126727,3526283,2910521,2630294,2621214,2499606,4317511,2950511,3403233,2166406,3862422,3241684,3825660,3412045,2420286,2540779,2130045,2780153,3640758,2951178,3777676,4724475,3848628,3783600,3407918,2028267,1988727,3475578,2466966,4017203
2021-11-16T02:25,4550529,2874666,3285721,3296910,4062032,3085329,2631763,2631615,2484336,2432036,3206832,2383922,3248525,2632486,4257692,4018257,2270509,1384104,3348686,3084797,2612694,2925612,4006110,3171658,3621373,2640819,1570328,3452890,1778950,2374427,2819783,3351400,3244566
2021-11-16T02:30,2881556,2904971,3095145,2365059,3853574,2994014,2345897,4224631,2116118,2969135,3132945,2704538,3093670,3998748,3228460,1989421,2861771,3395560,2789553,2741944,2832344,2491575,2751115,1980106,2860466,3173821,3241547,3638538,3083001,2846603,4217729,2861363,5412402
2021-11-16T02:35,2080172,3244717,3227396,3204238,2780036,2438102,3345997,2919668,2942283,2235598,3226982,2253380,2647507,2589395,3210385,3235104,2388230,2559110,2929190,3066434,3282969,2787383,2775427,2623509,3512492,2748826,3675081,3806326,3172002,2400110,4497043,3329142,2660728
2021-11-16T02:40,1858931,1920180,3134384,2195989,2187154,2796449,3004782,3110715,4171787,4381356,3189570,2245707,3476537,4316972,4560346,1592972,2770675,2040848,2234326,3240944,4288425,2599598,3794703,2613210,3601380,2863278,2913603,3694849,2179377,2922441,3115623,3317166,4096704
2021-11-16T02:45,2772248,2983521,2792302,2234554,3669804,3216735,2265231,4036525,2876172,2871567,2601005,2810982,3777664,3548876,3751927,3366032,2175218,2027042,2412826,3272172,3542486,3419785,3187692,4325462,3736078,1743985,2639778,2749997,1429499,2253953,3278860,2892839,2804321
2021-11-16T02:50,3852450,3195891,2636781,3488330,2416234,2199576,2749206,2812010,2745436,2004276,2864495,1791737,3199265,3575613,4353451,2975415,1612600,2086659,2519662,2660482,3447809,3620091,2800757,2027303,3396185,2223194,3812092,3707255,2810508,1503916,3610761,1798149,3958263
2021-11-16T02:55,3803528,3903546,3838566,2453068,3127101,2770334,1672912,4537588,3042309,3759551,2501145,3824810,2155972,2562543,4008527,3497102,4066132,3726348,3886426,3434671,2691167,3114504,3093528,2474568,3540913,3103272,2690291,3164531,1905796,1444014,2016567,3325556,3044260
2021-11-16T03:00,1660701,2382015,2823120,2918927,3796817,2908044,3301278,2869120,2472915,3331884,2885068,3515647,2251119,2989721,3831022,2887499,1322679,2573428,3300715,3303332,3313377,2539995,2489496,2940323,2703719,3486169,4024502,5109994,2332712,3154912,3750407,3876682,3039853
2021-11-16T03:05,2603601,3542891,2753367,3496624,2531158,2815227,1617561,2991929,2700337,3369879,2873975,2365567,3566205,3745182,4461597,3034419,3150772,2442470,2229667,3536251,4353939,2166704,2992584,2380427,3852807,2697559,4513840,3952674,1565675,2387939,3470695,2693951,2752840
2021-11-16T03:10,2636094,2577404,1814518,1664094,3115563,2837627,3450698,4681729,2256683,2721959,2914192,1940330,2066855,2067869,2977609,3302754,3846744,1798061,3767208,2454726,3264114,3240051,2906770,3404460,2769531,2436316,2718522,2111588,2160338,2992463,4432885,2517235,4192553
2021-11-16T03:15,3133431,4063874,4402791,3198271,3438076,2276742,3437136,4546870,2929217,2856632,3959247,2962620,2874846,3366841,3078777,3398822,2428396,2733027,2971754,2080291,2574387,3462264,3218594,3595550,2415550,4183590,2338913,3552255,1830788,1802012,1699756,2947851,3849578
2021-11-16T03:20,2812095,3058279,1949966,4517439,3029130,2912441,3144616,3529173,3126625,2841666,2989915,2737538,2566068,1889224,3965573,3262690,2796702,3393911,2589502,2908063,3322001,3042681,3107348,3279149,2982790,4106789,3146785,3934697,1318056,2336572,2921615,2696149,3261131
2021-11-16T03:25,2242862,3731222,2736104,2874968,2844250,2701659,1599363,3497617,2736896,2499254,3529802,1739748,3249157,2273143,4352057,4139198,3331084,1568029,3430472,3448254,2414208,2155624,3363466,2922387,2443795,2867989,3310623,3964095,2714534,2775551,1984960,4051218,2954790
2021-11-16T03:30,2496961,1802159,1877306,4051733,3014909,1725105,2839352,3225285,2433200,3188655,3853189,1963129,3868783,3211776,3931491,2184823,2764120,3102766,1725547,3908826,3326959,3864350,2429756,3018497,3097252,1616063,1758362,4893240,2256949,2059160,2774190,1584814,2805432
2021-11-16T03:35,2391195,2917488,4032651,3208114,2999126,2606076,2499266,3404044,2485047,2914054,2646347,2458447,2871655,3327459,4646443,3415896,2392306,2482920,2203230,2159945,1955293,2731691,2886223,4501937,3808579,3511624,3036473,3503333,2803226,2504352,3309104,2120815,2415872
2021-11-16T03:40,2901294,4053699,3511146,3356770,2328542,3277825,3069024,3556258,3204525,2706720,4670061,2545898,2358049,2835455,5147310,3433299,2287257,2260049,2684579,4378400,2421600,2693600,3423004,4289889,3021202,3189271,3033451,3776641,2540512,2394696,2686675,3077132,4335820
2021-11-16T03:45,3244458,3506607,3588588,2408063,2022616,2637376,2442020,2818623,2255795,2841847,4555632,3128517,2354736,1861276,4212789,3111867,2265596,1925198,2684241,3344071,2481988,3135962,3726422,2139706,3380443,1884337,1717846,4620230,2713682,2338245,2619350,1805489,3328789
2021-11-16T03:50,2854649,4600765,2837913,2217445,3919535,2951583,2003185,2847843,2641082,2978307,2929364,2694207,3911768,2760745,2963515,3143099,3830939,3378652,2373256,2319054,2769606,2026356,2664448,2569706,3760241,2595962,4059491,2857254,1872975,2625887,3324141,2779104,3480496
2021-11-16T03:55,1958120,3012636,2517915,3110380,3315949,2475695,2793430,4692979,3988868,3106000,4084686,3079336,4409147,3398049,4476957,2320130,2687153,2795971,3849595,2924462,3408688,2785066,2616537,3136402,2081223,3887894,2782963,2330511,1894625,3279119,2199251,1453349,3051285
2021-11-16T04:00,2874334,2948413,2798491,3829098,2414995,2371890,2269911,2631465,2898209,2788929,2193839,2810560,3260634,3271787,2765346,2414937,3076750,2470305,3017827,2788421,2397445,3207733,2435677,2921604,2373767,3651629,3276794,3847468,1615675,3128545,2699518,2961332,3878586
2021-11-16T04:05,2848468,2726316,3366162,2069267,3571922,4136791,1802009,2340488,3282989,2499200,2262795,2613971,4218279,3203862,3469859,3253085,2724193,4133277,2329839,3769162,3369304,3391372,3218647,3279539,3429792,2765379,2934492,3839147,2525384,1456909,3370035,3443010,3095490
2021-11-16T04:10,2468583,2925866,3130730,2195363,3761583,2383854,2971729,3896307,3006045,3277107,2474495,2198527,3494963,3323266,4453857,2004378,3816772,1714929,3155781,1833023,2754836,3311578,2822827,1728484,3791691,2897336,2704743,4206562,2610414,2940526,2760092,2681913,2327750
2021-11-16T04:15,1783261,4450397,3873688,3026820,2865313,1702111,3670393,2589750,2564425,2952718,2636581,3072369,2522253,2077477,3478456,2725684,3410702,2478391,3468575,2609317,3393970,2890189,3661301,4105217,3045437,2131403,2916311,4282163,2044061,2252522,3126641,2143679,4901165
2021-11-16T04:20,1736705,3219763,3255232,2189238,1939052,3338407,2579087,3460934,3132090,2811344,2955473,2156140,2846109,2750560,4918623,3707637,2507913,3322975,2854577,3856117,2428827,2963917,4076106,5554513,5612664,3140759,2379441,4136794,1741621,2471466,2992316,3956563,4539694
2021-11-16T04:25,2662379,2845722,2868112,2736553,2951754,3612793,3078018,4464742,2666818,2933273,2532506,2617316,3736777,4374151,4157562,2696033,2068249,3687466,3071101,1970597,1435359,2639431,3207814,3393801,3518232,3211006,3508840,4810468,1751331,1708744,2271228,2598849,4307119
2021-11-16T04:30,3031416,2928992,3525187,2441825,2614431,2810595,4325497,2276118,2883810,3347931,2076372,2217200,2777972,4135224,3801517,4404128,1905761,2469815,2250163,3030220,2254488,3238059,3141729,3414296,3578670,2920320,2721702,3683112,2378460,1870961,1782901,3080877,4503299
2021-11-16T04:35,2204586,2985813,1928936,1390305,3581297,3489136,3750361,2893027,2872668,3757113,3179182,2210497,2664047,3669335,3691088,2286855,3270301,2071285,3473816,2143883,2341060,2499427,3225310,3664996,3897669,2468172,3940473,2743433,2390543,2989189,2705251,3092750,2480934
2021-11-16T04:40,2481777,3692208,3558435,2495187,3658565,2714349,1534729,4345117,2069640,3187910,1390041,1832986,3229689,3994421,3040241,3788130,2026369,2674182,2667845,2320354,3100842,2987297,1988430,3312941,2769649,3671492,2352018,2718699,1439770,2280395,3117234,2812372,2783181
2021-11-16T04:45,2555866,4327446,2054507,2103180,3622486,2281172,2158015,4511951,2231844,2660740,2289641,2623314,2236618,2648977,3451875,2800484,2936763,2265561,2350396,3525075,3316947,4078257,3650821,2535671,1539756,2509274,3056445,1911235,2828521,2871254,2564720,3144475,3191420
2021-11-16T04:50,3304487,3510186,2713157,3095362,2015227,2276093,2780479,4104608,2502667,3028887,4356947,3306171,3405856,2525271,3351701,2504122,3091627,1747857,3442406,2597652,2030321,3088932,2799451,3893540,3812170,3511284,2341990,3117694,3159393,2670937,2871393,3447510,1838238
2021-11-16T04:55,2482885,3315558,4994093,2778591,2398769,2600071,3341132,3050930,2331075,3276664,2489671,1994705,2505396,1784615,4262996,2504981,2651727,2720676,2637467,1591764,2336032,2749829,3589981,3376785,1608702,3485768,2882887,3568578,2288149,1672278,2077068,3739313,4372606
2021-11-16T05:00,2454882,4068642,3324514,3200842,3901232,3208624,2006851,4053810,3006115,2344446,2664672,3304379,3032569,3788293,4775340,3886783,2026097,2900305,1854895,4015542,3370718,3522280,3024267,4174735,2071080,2960661,2968981,4728209,2621331,2020758,3218144,1765526,2727103
2021-11-16T05:05,1834500,3484477,1962827,1958429,3195292,3667332,2466230,3524935,2414803,3500455,3556498,1255980,2177002,2810988,4203801,3838451,2242309,1502792,3034760,3008292,3476241,3641750,3198223,5023835,1979894,2931307,2990596,3756276,1328598,2911899,1974274,1856144,3172032
2021-11-16T05:10,2853011,2372142,3002174,2467493,2856880,3001946,3131667,3840379,3023797,2095770,3311239,3229383,2430782,3554338,3747557,2635584,3501113,3016945,3490211,2299523,2408831,2222922,2561681,2715199,3279904,2441939,2414066,3387740,2357767,2513198,3336284,3421125,4431467
2021-11-16T05:15,2693148,2053216,2616361,3641502,2710497,4051837,3502040,4245314,2788538,3121146,3584908,2318366,3557053,3278119,3062070,2308690,3069575,3281413,2777664,1844350,2679925,3122315,3240941,2345721,2540881,3092840,2617125,4076565,1657606,1562318,3581811,3644572,3290194
2021-11-16T05:20,2250043,3027047,2472459,3052120,3142950,2917057,2824160,3287999,3202305,3904547,4318558,2767207,2486083,2408906,5589441,3874951,2036196,2597380,1435339,2802710,3601723,3438854,2748428,3609683,3161160,2554499,2737747,4691113,2445169,2134717,3048019,2012049,3089308
2021-11-16T05:25,2083797,3504601,3383577,2750438,2690300,2724278,1578545,4180086,2796699,2294571,2878542,2107030,3026207,4189427,4476059,3000998,3665688,2893168,2191392,2655587,3390042,2585328,3703614,4531837,4241375,4006329,3292654,4458453,2025554,2692141,1971303,4327548,4397026
2021-11-16T05:30,2896230,2963456,2778231,2667177,4011785,3368931,2127071,3011184,2489040,2892783,4802119,2902397,3433940,3279196,3083780,3739637,2779968,2972827,3017578,3398480,3621015,1657257,1888418,4555379,3058110,2983507,1831906,2421716,2649121,2608997,3344058,2621008,2282668
2021-11-16T05:35,4112281,3278689,3543798,2661488,4380801,3280291,1990486,2538653,3927123,2578697,2745654,4087040,2588680,3698579,5298252,3849239,1504275,2271533,1552926,2873359,4131227,4047294,2708431,2660808,3398266,1908926,2678223,4691764,2487918,2405829,3330393,2599003,3755977
2021-11-16T05:40,2354319,2638919,3005505,4504345,3361753,3623520,1207739,3990466,2542693,2994502,3069032,2439607,3370692,3715248,3728373,2687056,3286142,2813761,3106270,2629447,4379899,3253748,2661894,1479411,3012117,3144942,3992444,2751481,2672536,2236740,2935290,2684106,3864926
2021-11-16T05:45,3226394,3888180,3846507,3565653,3141483,2618789,3242070,3873157,1858039,3095655,3359142,2550134,2576675,2717996,4312877,4389496,2992169,3227407,2723186,2966711,2201411,2008340,4228923,2783524,2587805,2593217,2846456,3116609,2216748,1670849,3140631,3642458,3442136
2021-11-16T05:50,3541442,3111659,3432166,2641658,3081882,2319186,2753517,2582639,2340079,2683151,3014891,2295973,3723472,3382953,4497735,3275739,2551020,2577869,2625062,2646673,3353088,2938778,3658893,3503314,2316682,2672472,2934159,3969907,3029892,2579261,2356732,1508883,3746185
2021-11-16T05:55,2226689,3193232,2274725,2444750,4655974,2657414,3271980,3599918,1909070,2878773,2897077,3349341,3458627,3319803,2877102,2429505,2907859,2168979,2304972,3113714,2945176,2314403,2329026,3985768,2766929,4011613,3873603,3494370,2141247,2295461,2134386,1695466,3276954
2021-11-16T06:00,3511664,3096921,2981079,2934330,2315499,1908689,2236440,3216813,3438283,2830418,2826592,3225596,2005925,3894682,4616138,3313437,4001390,2697389,2860071,3621564,2997739,2983796,2423351,3917851,1655752,2953660,3119687,3275064,2150184,3856655,2887919,3057146,3400987
2021-11-16T06:05,3540773,3623535,4085426,1547128,4065400,3543673,3002312,3078803,2974908,3030190,3110085,2609059,2738355,3119771,2800037,4089806,3286581,3220714,2177135,2784143,3673551,3434011,2654677,2757802,3305836,3708594,2914185,3601090,2613475,2748777,1755999,3584801,3444494
2021-11-16T06:10,2994383,2853508,3297804,4464044,2716507,2900161,1472629,3662805,2818959,3124263,2379699,3470210,2795094,4135485,2885207,3504611,2243829,2667837,3177551,2997021,2447782,2142784,4007995,4487641,3131599,2721616,2195694,4973520,2912639,2820193,3172958,2937012,3285073
2021-11-16T06:15,3070343,5341522,3551309,3665539,3135928,2334999,2832604,3808137,3406008,2648773,2399372,3057919,3774303,4558241,3554722,2854112,3100211,3662531,3044140,2390411,3325403,4549512,2653709,2774622,3336628,2434498,3030725,5381585,2073342,2294903,3800876,3127859,3210094
2021-11-16T06:20,2033402,3685739,3884769,2386467,2483291,2128310,2453929,2659454,2760398,3163911,4112613,2683865,3341962,2288166,3749940,2686154,1562958,1997240,2640420,4655227,3512793,3348729,3288264,3959031,2257958,2549805,2853860,4161848,1415129,1767349,2705962,3078429,3114630
2021-11-16T06:25,2656220,1938431,2191232,3664242,3406701,3086215,2003808,3662076,1914925,3689473,2672659,2293494,3205134,3185153,4697278,2388234,4052480,1765036,3395200,3687895,2753452,1794840,2488471,3342629,2898830,3651150,2778659,4293189,2149610,3114556,2069428,2615914,3860151
2021-11-16T06:30,2344409,4191129,2922488,3448924,3130495,2121305,2356178,2972180,2494755,4225911,3540615,3712574,2027558,2943160,3901021,2867126,1749620,3165331,3413128,2244586,2696999,3227462,2258215,2901825,3753993,2770864,2967726,4805863,1907860,3124649,3055555,2766133,3408562
2021-11-16T06:35,2712084,5100795,3231138,2652252,3563842,2891878,2871107,2297784,3041497,1733844,4829050,2853001,1918365,3738404,3141748,3845390,3260782,2327504,2673169,2873375,1799970,2515440,2223864,2950632,3197772,3024886,3160284,4670645,2889120,2548167,2511081,2265247,2565445
2021-11-16T06:40,2811445,3514945,2790599,3830373,4260506,2672209,2616423,2058710,2135301,3211797,3058156,2800314,3716268,2735486,3874256,3030276,2817751,2203286,2244023,2878028,1778618,3066227,3362030,4397473,2882650,4327124,2486501,3444408,2770545,2365514,3854409,3986440,3313731
2021-11-16T06:45,4240254,3875586,4253503,3432267,3360150,3109037,2353497,3163833,2712342,2749905,3897841,2804957,1900566,2405235,4045435,3462481,2754489,3454679,2270599,2361688,3445239,2719614,3516927,3628090,3681661,4340273,3347876,4164369,1990899,2239464,2726861,3213528,3831953
2021-11-16T06:50,2445757,3111965,2163804,4070197,2689642,3068100,1729993,4156939,2434036,3468246,3242007,3816703,1887017,4220081,3963833,2474359,3832919,2914847,2705037,2576196,2353157,3411523,2560387,4292422,2560484,2541404,3811215,3663861,1631244,2083469,2904625,3081321,2836274
2021-11-16T06:55,2510734,3771713,2578580,2716060,2692961,3254708,2030750,4205322,2504589,2258960,2438353,2778391,2766447,4128823,4189691,2089163,3612378,3797198,2068717,1886271,2907153,2196112,3443437,2616081,3045103,3529814,2154645,3322696,1013671,3672635,3879894,2836879,4196322
2021-11-16T07:00,1923962,4104039,2717936,3353987,3038618,3281372,2367803,3739818,2795951,2805156,2985420,2400328,1686602,3265437,4668886,2588722,2036634,2567703,3709459,3077811,3369457,2645263,2992432,3028559,3815442,2730027,3746461,3725414,1296023,2464112,3295701,2612702,2755955
2021-11-16T07:05,2011910,3436862,2352837,2013477,3100608,2160836,3029660,2833327,2407750,2948746,2648050,2669019,1312949,3113013,4561114,2884711,3530661,4210809,2268449,3265463,2000450,2857976,2264678,3118658,2296509,2854449,3494423,4195560,2958921,2156001,2582121,3057439,4689569
2021-11-16T07:10,3146264,3459753,2368151,2901958,2812050,3402026,1939750,4153868,3013208,2368098,4029688,2747782,3605178,3244027,3973610,3482624,3287165,3224574,3107524,3024836,3286819,3493045,2479799,2319789,1767493,3757722,3237299,3701779,3399103,1954621,2200437,3069537,3072855
2021-11-16T07:15,2175528,3048618,3133604,2621297,3243317,4066765,3125227,4426855,3635270,4493424,3791672,2053401,2603182,2394580,3144148,3352339,2908224,2712713,2811921,2300262,2596240,2574284,3016446,2971440,4241383,1725873,2669343,2524435,3392664,3250128,2319867,2306879,2927567
2021-11-16T07:20,2662527,3509902,2848517,3233743,2635207,2831420,3671640,3066711,2942089,2279633,4285269,2301543,2272813,2821805,6060422,2288259,2754280,2547842,3373363,2125746,3092419,3528429,3369672,3299443,2851547,3584513,2953478,3218776,2785411,3169291,3991452,3296593,3092780
2021-11-16T07:25,3089614,1433929,2991369,2528792,3094768,4685754,3801791,3494849,3062235,2371127,3427574,3507433,2082491,3646482,4809944,3591263,2279893,3163318,1550332,3775147,3051758,4117924,3604194,3160496,3381204,2731110,2920596,3147264,1536561,2801002,1555215,1646598,3469508
2021-11-16T07:30,2657899,2302822,2854640,3766513,3192297,4300550,3344327,3516803,1776295,1814493,3307642,2233646,3278447,2522417,3439291,2473074,3559389,2504305,3057167,4103170,3258045,4160798,2676338,2545831,4193475,4198646,3806680,3467126,1398199,2231798,3564054,2117732,3565022
2021-11-16T07:35,3387520,4976917,4089260,2040544,2405355,2237309,3747667,3025129,2728220,2768745,2486087,2550976,1487592,3091689,2503154,2018855,2451857,3026459,3239363,3653016,2742483,3999098,3088633,3582186,3009382,4059311,2391147,2611674,2893017,3467399,2485143,2958747,3430813
2021-11-16T07:40,2468828,2567709,3463242,2614512,1926084,3366534,1827884,4160216,2195736,2729840,3394630,2652864,3760897,4725556,3327886,3286506,2246766,2480708,2289663,1975864,2445511,2594675,1940369,3019119,2623334,2069797,3145734,3210922,2957772,2731021,3780181,3130554,3953247
2021-11-16T07:45,2673727,2958775,2381384,4429623,2255821,3285677,3354537,4033527,2527799,2441172,3971631,2287297,3995204,3412360,2915742,2519201,2055095,2574510,3432589,3978176,3549579,2891556,3575395,3678890,2827323,2548412,2743490,2347572,1455419,2233705,3475206,2634836,3759547
2021-11-16T07:50,2285970,3172884,3506157,2793789,3437324,3645665,3879385,3557921,2935560,3753701,3295915,1960098,2649214,2766360,4797314,3383930,4045316,2542794,2254124,2858132,3515574,2540014,2418805,2706633,3081254,2233163,1690083,4529934,1875339,2327133,2706453,2753410,2742161
2021-11-16T07:55,1891640,2402755,2059254,3036750,3587384,3189299,2087883,3697277,2572981,4007342,2161759,2709969,2227669,2428910,3801395,3538402,2108531,2822146,2642286,2350460,2997850,3646999,3047783,3672346,2227027,1929253,2946487,2911346,2824699,2716989,2698673,1996655,2813842
2021-11-16T08:00,2895821,3469365,4106997,2597427,2659096,1468198,2804668,3376659,4054831,2535767,2572170,2848478,3484423,3295374,2992218,2768270,2114688,3150263,2761574,2517914,2970625,2626988,3399905,3176822,2751419,3542906,1687659,4536210,1986533,3019665,3033357,3117458,3274533
2021-11-16T08:05,1659499,3546684,2477375,4019550,3424249,3128900,2625655,4003234,2535649,1765343,2800839,2276431,2764909,3618153,3109047,3551610,4233404,3612366,2815447,2910139,3149558,2926313,3125899,3081886,3032042,2362965,2408838,3220183,1195399,3675214,3147159,2143965,2532184
2021-11-16T08:10,2773653,3390688,2381894,3754336,3770386,2631890,2603223,3438429,3143758,3991315,3254736,2910633,1628211,4141363,3813619,3236870,3489842,2766660,2455171,2346747,2014057,4075895,3704705,4063318,2641670,2572374,2787919,3049153,2017985,1404347,2969615,4076098,3053438
2021-11-16T08:15,3048280,3952498,2474968,2751875,2980950,3998728,2370458,2312060,2383823,2670206,2481036,2975112,3227411,4162194,5524983,2999020,3297910,2829521,3229771,2257368,3439944,3426515,3854395,2625841,3815165,2619418,1959645,2904114,901110,2302673,3922937,2703179,4354978
2021-11-16T08:20,2432413,3426233,1940195,4237150,2195734,2410488,2592808,4311848,1923295,3967871,3020713,1800255,1785225,2711833,3181920,3104770,1565858,2471971,2616856,2879668,1867705,3445764,3963998,4093151,3436174,2489647,3703157,3144680,2330076,2507692,2750327,3155362,3437607
2021-11-16T08:25,2628105,4246640,3807548,2081637,4069589,2540040,2363738,3228770,3480316,2502737,4588810,3274295,1579545,3769059,3500380,1889247,3127987,2541683,2190392,3306273,4558595,2826586,3765054,2919327,2695828,1421573,3587016,3930590,2698014,1853711,4604840,2805940,2547619
2021-11-16T08:30,4004295,1566745,3131300,2532380,2655276,2886765,2094869,3544189,3114521,1708725,3662841,1777738,2780786,1906341,3859728,3053328,3976463,2658082,2827045,3277558,1881079,2861076,3412134,3652661,2540310,1894488,3394142,3357765,2644022,3026931,1509965,4672693,3731163
2021-11-16T08:35,3610921,2286115,2502248,4296583,2883818,3897841,3450724,2523469,2546544,2890081,3414233,2867170,2931128,2387995,3944102,2174541,2759544,1825199,2333843,2987657,3390387,2314864,4163435,3231857,3408380,2638782,3475658,4203513,1960274,1881296,3164674,3278022,4181130
2021-11-16T08:40,2464126,3866134,3136077,2351797,3411115,3174909,1409791,3236709,3899406,2870144,3749372,3351740,3052843,2261316,3600756,3605661,3415148,2351720,2034646,3516754,2653353,4638269,3372276,4108736,3280281,2794496,2029692,3229306,2477082,2433368,2897051,3328782,4062779
2021-11-16T08:45,2497007,3112701,2304845,3464335,2332616,2622352,1941475,2508252,2429869,3733696,1730376,2103776,3801095,3168338,4381497,1928899,2061031,2444738,2358712,2432307,3304993,1986615,3305813,2911236,2692625,3079851,1411933,3812884,2849083,1981405,2360895,2745052,4162277
2021-11-16T08:50,2258888,2501650,3392410,3056940,2050431,1685354,1994337,4124693,4314210,4403347,2797789,2127942,4879806,2724462,2893426,3236085,2426999,2092549,2576320,3040717,2751357,2474271,3256482,3211949,2479207,2072674,4709597,3697010,1604498,3580919,2828290,2734230,3374658
2021-11-16T08:55,3513868,4304334,3204986,4257313,4806328,2779164,2996807,3702017,2435083,2336828,3656309,2737445,2640664,2355377,3476577,3365127,1836994,2748817,2887861,3857909,3226670,3108332,2322572,4416286,2318410,2745719,3514733,2190059,2124898,3696710,1448449,1778923,3284443
2021-11-16T09:00,3105269,3190596,2508306,2640663,3334359,3232540,2943195,3485299,3466257,2904448,3592523,2261124,2618803,4041080,3881973,3448764,1552417,1801766,2495424,3548822,3068294,3023998,2535876,2563997,3539395,2399797,3729412,2859181,1949508,3481614,3620299,3911401,2319108
2021-11-16T09:05,2119464,2917733,2786611,2242043,2091709,2918232,1923424,3586453,1630720,3372757,2184248,3566145,2183858,3081040,3917168,3318272,2514793,3764880,2670686,3067243,3934869,3856622,1954284,2984307,3047312,3667548,2108177,3782651,1262954,3354076,3458954,2097043,1814927
2021-11-16T09:10,2577203,3864297,3561756,2787588,2264579,1868760,1743473,3383705,1689825,4147412,2739158,2535687,2929472,3179419,3699485,1629901,2532503,2241839,2997385,2492183,2597930,2945864,2951166,2574151,3266311,2280086,3838438,3807074,2440570,2997448,3455095,2928735,3655280
2021-11-16T09:15,1876954,3644887,2645741,3182577,2475819,2884716,3906397,3790815,3153906,2357326,3631517,1564386,3537660,3493296,3347068,2515806,2254124,2971858,788416,2067078,3856864,3507071,2035073,4886659,3245866,3176068,2242532,3184570,1690534,2252603,3045803,3379346,3165158
2021-11-16T09:20,2699586,5423040,2516015,2691418,3067746,2521558,2113439,3159115,2785944,4203299,3528495,2851486,3640778,2702885,3630305,3655641,2248753,4430159,2401368,4841095,2279477,2110786,2081605,4484574,3349138,2924225,2835411,4905516,2664726,2812614,2990210,4017016,4243726
2021-11-16T09:25,1598071,2039231,2202311,2273264,1869838,2865450,1724755,2755496,3870084,4131968,3618347,2602902,3086991,2774591,4051107,3659960,3416486,2629378,2767813,2366199,2319468,3634251,2272551,3023615,2656760,2215699,2103409,3061640,2405456,2485091,3022685,3536646,3192936
2021-11-16T09:30,3343710,3235094,2395282,2768723,2184749,3595855,1683061,3138939,2900346,3581327,2903260,2220508,3411746,2395206,3883879,3194218,1772877,3102149,2965373,3030247,3474219,3567857,3838588,2760934,3279879,2149931,3880846,3088754,1759286,2370602,3509998,3291968,2715853
2021-11-16T09:35,3714293,4123868,2576672,3395177,2128802,3089463,3083418,3696122,3449128,4618702,3460459,3236082,2633987,3909171,3321515,3931854,3448854,1217425,2000248,1956601,2903237,2608259,2922634,3264188,2681373,2352152,2106316,3733411,1721079,3753937,3655863,3665368,2779655
2021-11-16T09:40,2866690,3330737,3330138,2552343,3254000,3172752,2249244,2934938,3029345,2971649,3454640,2022847,2929655,3035409,2940445,3345164,3216286,2942976,2735300,3369544,2343159,2942852,2814262,4306589,4141384,3244731,2810334,4436959,1622315,1984485,4759000,3185774,2879006
2021-11-16T09:45,2691448,3566545,3184543,4397170,3535407,4049649,2962235,3983603,3415181,2032447,4205309,3541843,3367782,2820775,4446606,2499880,3058981,2637897,1834376,2775350,2116908,3798093,2861534,3185823,2819213,2901472,3292660,3246741,2373190,2734471,3435355,2254630,2704365
2021-11-16T09:50,2463023,5091954,2849731,2508359,2749914,4142594,3410199,3663657,2111554,3483140,2529280,2561336,3030346,2717242,3430852,2931450,2461917,2266253,3373919,3440660,2954709,3073311,2545790,4463953,3298841,2820996,3663915,4072157,2522271,1858827,3321867,3009219,2459961
2021-11-16T09:55,1737815,4154533,3311650,2871196,3557908,3592748,2042300,2866113,3452999,4278753,2493742,1977497,2555807,2922060,3874768,3852487,3166130,3046113,2516037,2291100,3246020,4027708,3674639,2723431,3255654,2920926,2708608,3848979,1941284,2624901,2367081,2234182,2531023
2021-11-16T10:00,3026535,3131075,1756687,2783960,3723529,3450251,3186416,2791691,2246973,3653639,2627080,3460430,2108087,3646452,4779075,3410544,2711109,2487675,3188927,3121144,2544587,3925695,2643208,3549130,1508290,3667447,1694711,4291490,1871511,2756705,3142373,2314592,3362991
2021-11-16T10:05,2762685,4376118,2846065,1676747,2879079,4011393,1216200,3971557,2551832,3238292,2778337,2296767,3160029,3432860,2439476,2284254,2562276,2907820,3239005,2577588,2055193,3856310,3783107,3577539,2086961,2495477,3041219,4544479,1667193,1622626,2206901,3273698,2013625
2021-11-16T10:10,2968208,3160959,3296241,2587790,2434193,3309976,1784768,3200260,3776742,3287545,2855933,2907199,4299552,2762788,2838649,3141132,3136991,2793091,2979976,3306520,2245659,3468560,3769711,3589311,3198933,1952824,1426996,3731113,2629303,2146912,2675552,2498868,2712232
2021-11-16T10:15,2683765,2572943,2974321,3451586,2122348,3707706,2213018,3042766,3634283,2825013,2888735,1844276,2426088,3143027,4782471,4765595,1869953,2662749,2147422,2640355,4076023,1697547,3609770,2033570,3289068,2348178,3301748,3544551,2532030,1984733,2272339,4152007,2796595
2021-11-16T10:20,1896447,3414125,3082802,2837744,2493341,2988915,2965623,3688526,4014049,2733939,2581889,3556861,2731725,3700347,3665831,2592370,1894610,3157851,2529585,2570369,1896639,2452114,2476160,4385739,3657273,3363947,2641910,2675673,1676590,2856393,2781085,2340193,2752101
