mtime,AI,AM,AP,BS,BT,CI,CR,CU,CZ,DO,DT,DU,DV,E,EV,EY,GK,IJ,JR,JS,JX,KN,KS,KT,KV,LQ,LT,M,NO,NR,NW,Q,RW,UV,Y
2021-11-15T13:30,2852678,2534561,3839551,3111183,4027685,2946529,2609026,4181217,1416279,2780886,2076118,2989803,5645942,3255336,3244850,3419536,2771325,3465338,3412347,2757279,3709354,3647634,3517373,3258643,4258192,3820181,2831593,3138490,2676918,3155259,4782424,5214664,4039189,3876312,3215757
2021-11-15T13:35,3033194,2570860,4607803,3349098,3308477,4494923,4840280,4101950,2254321,3612647,3259575,4446308,4537254,3662791,3605310,3669486,3774495,2697723,4514485,4710540,4686909,3005921,3558504,2625248,3017075,4226038,4154971,3762274,3351491,3313206,4300774,3229877,3423191,4284363,3276575
2021-11-15T13:40,2673290,2306119,4302116,4106067,3157853,2272175,3531359,2724093,2569271,4050909,3436822,4834461,4559685,4507326,3356724,4030846,2570962,2470695,4390452,4103733,2048125,2093877,4588433,2805246,4150295,3896511,4488035,3112266,4364069,3074804,3090438,3820069,4031572,4854367,3671969
2021-11-15T13:45,3368152,3398050,3255113,3802156,4593715,3962751,3681806,4270000,4236314,3272503,3154053,3389895,4632033,4383931,3890878,4007262,4521958,3409585,4386711,2281966,4033302,2286749,3272307,3571325,3156518,3158871,4091020,2891466,3836658,3471621,3957004,2941742,4370546,3869366,3716215
2021-11-15T13:50,2885584,3171614,4613402,4714356,4501034,3727100,2615392,3993602,3529707,4424665,2861386,4571850,4932313,5051735,2916891,3097964,4264388,4859184,3186840,3698904,3649661,2461856,4205268,3342347,3385255,4370606,2134228,2635019,4130245,3884323,3812655,2616086,3257851,2624985,3744154
2021-11-15T13:55,3435905,4509193,3879473,2808304,4247325,2926976,3737556,4278000,3028395,3539726,3424887,3672338,5395203,4087781,2850170,3583509,4644820,3618958,4673369,4065520,3380312,1339210,2350276,3911248,4422104,4392862,3266244,3696766,5043272,3724346,3629809,3114016,3393274,3957638,4632087
2021-11-15T14:00,2612473,2911927,2722101,4366045,3420704,3487764,4620066,3050950,4417278,3154213,2132620,3253387,3704868,4279130,4189728,2664027,3896449,4062437,3752500,3723087,3711171,3768239,4129485,3228346,4857617,4324188,4043871,2060400,4507729,3770572,3680384,2213736,3251209,3176782,4113668
2021-11-15T14:05,2074100,2861468,3610798,3777067,4775178,3979011,4106736,3179638,3664269,3708590,2825414,3891081,3264169,4438993,2889160,3633172,3208998,3512003,2929201,3697512,3015747,2981686,3469124,3558024,4125763,5508219,3967168,3720688,4409936,3126685,3206203,4168126,3448086,3167500,4372276
2021-11-15T14:10,2954236,1887708,3386376,3684006,3777496,4872674,4573627,3738004,3631837,3524918,4188565,4264822,3858939,4599297,3664324,3311000,3390439,4543084,2695480,3027415,1992044,3966695,3697704,4277547,4229929,5283083,4489900,4281700,3437218,4963575,3389363,3103588,4277722,3230069,2713333
2021-11-15T14:15,3629284,2818954,3380218,4232121,3886880,3977913,4858615,3812799,2751372,4086752,2503891,5105441,3713364,2594457,3266902,4186732,4287075,2962129,3826474,2935178,2552647,3099233,4325667,2690758,4074522,4289029,4192209,2478723,3169166,3732185,4220955,2765653,3459897,4392198,3183182
2021-11-15T14:20,3130820,2538733,3303201,3382032,3856456,4528215,5166308,2624986,3443426,3320671,3517063,2688322,4852055,5063623,3302417,3821166,3885324,3216190,2828646,2384973,3153646,2866671,4848921,3232180,6005251,4043940,3523104,2647605,3412952,3920968,3784384,3386416,3567495,2240193,4286936
2021-11-15T14:25,3527940,3149942,3275385,3867797,1763844,4123849,2999204,4578347,3423024,2044219,2009448,4303329,4082028,4311158,2691993,3482305,4831463,4043022,2559192,3038635,3462051,4655991,4256928,3283677,3777225,3262187,3428332,2933883,4503655,2042581,3968202,3488314,3797328,3047885,3967492
2021-11-15T14:30,3257648,2821398,1874580,4414780,2580429,2772007,3868872,2566956,3731275,5093868,2911744,3953509,3743826,3139900,3593779,2964803,4383340,3744996,3387826,2441417,3641711,2824788,4433055,2593675,4196947,5129417,3896960,3599925,4016239,3194800,2948370,3682368,3236918,4029723,4893123
2021-11-15T14:35,4330534,3851701,4701062,3347679,3461175,4039104,3204728,3646211,4428227,3369245,3224976,3396841,4018530,3435164,3245474,4310835,6153101,2908763,3023199,4572676,2671028,2461325,4437089,3445394,4587979,4841092,2041870,1202384,3499259,2774520,3182861,2739716,3058874,2237941,2697120
2021-11-15T14:40,3335305,2942391,3814212,2285349,4571025,4209396,3963870,5473513,3291931,3258373,2754576,5258892,4138927,3026894,4829115,3330820,4319254,3891431,3616764,4017570,3329404,3253562,4206473,4157419,5271942,2861738,3855784,2714959,2968181,3767344,3903614,1963024,4995192,3646109,2758062
2021-11-15T14:45,3993728,3282235,5007142,3126362,2962141,4131927,4082320,4354611,2625205,4319326,3214315,3527594,3098470,2580642,3668488,5743645,2302907,4404061,4334995,3632475,3464538,2139516,5273119,2755908,3276274,4816166,3732960,3896807,4971859,3506663,3432787,3655361,4332264,3895677,3481759
2021-11-15T14:50,3512276,1983446,3357493,3509070,3842541,2733843,3814547,3450880,4049369,3246094,3866337,4551807,2758234,4115791,3492318,4173913,5683793,2809470,3912741,3305172,2595939,3702829,2817386,3257960,5080997,4953738,3778235,2694349,3828006,3894346,4901315,3891884,4872385,4918646,3559428
2021-11-15T14:55,2526974,3185645,3003902,2570190,4345321,3818998,3151128,5072141,3258599,3366239,2707882,2876562,5506924,4013574,4379546,3828905,4402008,1948057,3955220,3095079,3851111,4103411,3952921,4194192,3613828,4415074,3458088,3152081,1722832,3520844,5074014,3584684,3491857,3566076,3133707
2021-11-15T15:00,4544100,3916009,2338443,3801107,4882938,2728293,4663417,5672178,3322048,2953956,2817159,3537027,5206457,4352006,4589252,3432246,2911612,3233434,4225044,3626614,3265277,3680711,2825743,3714765,4075543,4887850,2997733,3115662,3917571,4030676,4297466,2569466,4282132,4550955,3001201
2021-11-15T15:05,3337292,3260673,2531480,4833100,1240582,5174389,2803768,2805259,3496702,2908517,3061935,3573542,4670692,3978476,2729838,4126849,2561942,3090571,2922240,2692833,2387188,5104690,3146771,3720762,3560016,4469151,4649019,3222258,2963854,3743438,3709955,2300016,3473609,3068672,3647784
2021-11-15T15:10,3356604,3532846,3835010,3614060,2686076,3555985,4352859,5079884,2974523,4018859,3453498,2239164,3683538,2858372,3526632,3464873,4094177,3702394,3694116,3993708,3351696,2670647,2889846,2928140,3831394,3817270,3012476,3229676,4038810,3272224,5139786,2996775,2575484,3799739,2793457
2021-11-15T15:15,3806109,1797244,3873825,3339076,3500533,3655605,3370594,4067499,3214080,4081595,3274590,4815093,5403593,4382476,2961548,4301775,2978618,3172365,4118254,1859272,2778277,3171717,3550011,3643319,3987215,2940586,3829419,2758206,4000600,4494040,4388079,3523612,4873658,3673768,3432515
2021-11-15T15:20,3926469,2132926,2826433,4969442,5072816,3956347,4209866,4353019,2600426,3255570,2939138,3262453,4111346,2194612,3542605,4164441,3031023,1522725,4446201,2733756,3998960,3883357,4392249,3347826,3874854,4660455,3396579,3881821,2952567,2890713,5767128,2927458,4262292,4644413,3122453
2021-11-15T15:25,4500941,2645838,2398248,4309387,3017377,2158405,3437087,4336819,3454268,3462838,2408071,3082226,4163975,3731576,3643473,4403293,4372753,5074524,3026901,4119767,4266088,2631002,3988664,3378547,3819009,3597058,3569338,2161012,3914916,3550461,3138744,3454160,4308643,2254270,3101757
2021-11-15T15:30,2596697,2760052,2548977,3930978,2728940,3521842,2850477,4780294,3791653,3255697,3843814,3027078,4987728,3642952,4382089,3732281,3650306,3195718,2646421,3258272,3254501,4139602,4120096,3683698,4039662,4374292,3284725,3866360,4285850,4093311,3701314,2226083,3446554,4941615,2909913
2021-11-15T15:35,4029988,3135637,4746395,5122093,3192130,3386386,3745104,4096685,2398984,2846897,2992084,2591400,3429292,3566122,3968262,4493828,3352860,3820285,3375400,3021767,4224729,3612630,3216942,2674518,5346873,5620718,2817683,3421773,2956001,4333526,5420548,3535504,4548997,3175954,4344531
2021-11-15T15:40,3134738,2920249,3619093,3872233,4636481,3595250,3887660,4478268,2806113,3870533,2998296,3831169,3098815,3151519,3406203,4388171,3610175,2272787,3637155,2548920,2411954,2296750,3903430,3191498,3547515,5473405,3405310,3906461,3330963,2960176,4124314,2637455,4325839,3758703,2602145
2021-11-15T15:45,4657924,2912316,4877283,2237497,3439790,3230469,3461546,3024761,3460458,2441749,3267778,3847498,4531213,2929244,3967416,3679592,5526965,3996694,2810158,2162379,3521596,3125644,4202675,2492892,3233624,4289638,3137342,3603366,3748446,4662573,4679677,2694269,4166013,3355759,4380435
2021-11-15T15:50,2184518,3125722,3674643,3356300,5122266,3099533,3970798,3609579,3737967,4175708,2209130,3113112,4649959,3545574,2263272,2453542,2746632,3372410,3312011,3599146,3783605,2923500,4843739,4004583,3361134,4061219,2876289,2569457,3209702,3200256,3806765,2723598,3292923,4554215,4453441
2021-11-15T15:55,3395232,2923035,3883018,3635236,4403632,4857350,3909796,4137168,3101563,4428625,2920313,4758235,3444451,2782197,4146770,4413573,2890960,4844562,4167774,2760882,3706115,3778269,4208185,5102267,3103017,4960441,3460671,3004271,3257764,3831198,5151152,3371842,4906463,4990864,3500226
2021-11-15T16:00,2968187,3703011,3573830,3306199,4523604,4002307,2755465,3898866,4834556,3633562,4461351,3649606,5231629,2890447,4181867,3750287,3339084,3574124,3940866,4063696,3481670,2338954,5777255,2808475,2973189,3605179,3809361,2703087,4044838,2745443,3131120,4514029,5464750,3363714,3273077
2021-11-15T16:05,3623589,2419809,3996745,3502507,3242421,3828257,3526545,3543327,4024469,3390933,4072347,2351726,4420808,4383203,2872292,4575474,4672236,3496904,2807591,2839637,3209237,3322705,3335906,3187689,3218255,4412145,3678750,4143927,4903859,3707299,4389446,2659638,3710545,3348759,4519719
2021-11-15T16:10,3504479,3418355,3975657,3096175,3600666,4448909,3964667,4887454,2669180,4082703,2678769,3606796,4170808,3297591,3986738,3579956,3500215,3083497,3782504,3759337,2613012,3623063,4142170,3068444,4645303,4546336,4548009,2939430,3612953,4329407,3391028,2291317,4180929,4235786,3348922
2021-11-15T16:15,3676510,2243306,5128399,3434677,4222325,3029689,4677876,4514736,3431870,4710362,3593994,3817306,4638408,3528161,3430764,2830508,3953037,3913002,3256896,4138500,4573594,3203364,4068453,3789006,3837929,4230395,4796237,2804258,3788661,2922173,4578049,2555359,5073614,2328703,4654468
2021-11-15T16:20,3652007,4727478,3201687,3660248,4677742,4884906,3877167,3590979,2584513,4068493,3301124,2763382,4065995,2342690,3370478,3208088,4190804,3386531,3493840,3278185,3540461,4001102,3894527,3446197,4415807,4253492,2720609,2502366,4267920,1884966,4033925,2754106,4450876,3801752,3569779
2021-11-15T16:25,3140759,3429954,3233387,3490353,3023489,3160668,4205946,2813326,3052274,4030787,3265726,3821618,4213854,3916509,3465265,4015297,2657468,2477711,3156679,2846444,2940825,3135736,2675288,3969147,4313604,4259994,2450971,3589563,3479159,2747545,3398115,1985565,3995443,3045001,2867890
2021-11-15T16:30,2782374,2467013,3472825,3094319,4355590,3776158,2868405,5391054,3636338,3426475,4134933,3906133,4554334,2681727,3024864,3209423,3706977,3526535,3604973,3897012,3663954,2168194,3346287,4669342,4790357,4784813,3559863,3809623,3974923,3754876,3265024,2879486,5380093,3766198,3720167
2021-11-15T16:35,3862022,2035988,3660967,3809158,4363734,2819999,4237085,3874022,3205164,2617535,3255924,4225423,2160119,2924643,3137360,3545575,3886841,2879232,3438049,3311196,3183255,1484586,4264163,2512008,3694738,3967345,2658460,2805713,2860631,3824964,4785132,2738608,2586222,3509346,4209397
2021-11-15T16:40,2744202,2800226,3770050,2860116,3373777,2785921,3616590,3785468,3668119,4083939,3238571,3076174,3191618,4088313,3561145,3045610,3723495,3015539,4726996,2443235,4032763,3347012,4340579,3894827,4031801,2890012,4270779,2572129,4583487,3758969,2569831,2580401,3542277,3948125,2908674
2021-11-15T16:45,4248868,2562763,3991839,3417223,4643819,4233274,3511024,3692684,4945685,3699273,3466292,3728982,4892088,4027099,3718416,4022988,3805086,4941476,2965884,2983284,3569941,3775397,3495530,2780479,3442648,3904044,2373786,3102515,3362114,3286933,3541043,4227486,4396254,3866203,2593105
2021-11-15T16:50,2827409,2332831,5367946,3022752,2944467,2807078,3231303,3562204,3055879,3299221,3055068,3599454,5022543,3050431,3732937,2319306,4024139,2992848,4667839,2960758,3057332,2104985,4079702,2525359,3717154,4250562,3212694,3674725,2996391,2974860,4156253,2284620,3237351,4087331,3109172
2021-11-15T16:55,3311510,2159458,3926955,4542561,3237124,4061075,2448252,4730610,4418106,4635325,4387615,3944522,4037593,4763953,4631558,4176840,4418419,4770732,3863341,3873187,3795483,3470315,4215409,2359656,4715566,4395830,2901287,3915302,3336674,3032874,4802739,3305247,3946287,2673080,3969497
2021-11-15T17:00,4340346,2164919,4153235,3113485,4352659,4003984,3344506,5021363,3055418,2845303,4124815,3869495,3068631,4354445,2773459,2821059,3434751,3774065,2317894,2199208,3393666,2199939,3943348,2435301,3675997,3961179,4153272,1792771,4092834,3432502,4077131,4738515,5229300,2638912,3378707
2021-11-15T17:05,3218212,2729563,3376491,2440724,4403970,3330051,3935567,6081698,4211623,3339314,1813637,3697552,4990873,3002137,2721509,2899508,3520596,3768698,3711859,2911161,3250808,4186359,4066681,2804506,4153465,4459772,3545431,4163867,5165516,2923683,5644439,3519199,4863019,3909566,3570764
2021-11-15T17:10,5363999,3310186,2189427,4065074,4424094,3403439,4261126,3771710,3479793,4761058,3531691,3653737,4356588,5016255,4416577,3107649,3631045,3940034,2719990,2893791,4038364,3495958,4888540,2989342,4143268,4997068,2745056,2659325,3625034,3032502,3032665,3054332,4395949,3501907,3765382
2021-11-15T17:15,2673572,3227434,3496760,2249609,4428489,3870527,3843752,3897499,3495163,2012555,3549658,3519524,4512888,4750547,4589746,4236883,3695505,2953673,3572348,3518768,2642933,4350082,3605635,2853871,4486812,4110881,3353413,2272044,5270841,2977551,4302082,3085561,4178009,3522891,2551096
2021-11-15T17:20,4166197,1977162,2734647,3006969,3852801,2700266,4793158,2325231,3414642,3348462,3145089,4692815,2877624,3115326,3208182,2561020,2849583,3631867,4182745,3078873,4362478,3608697,3344142,3415087,3703087,4106328,3116537,3073024,2914335,3856512,4099978,3839115,3632333,2953244,4593001
2021-11-15T17:25,4338934,3378789,3199797,2255479,4167417,3350307,4742745,4520465,3721866,3754971,2837693,3334672,3383275,3358894,3249718,3760727,2011519,3108006,3747314,1322009,2721886,2392826,3910854,2967107,4088064,6400313,3979265,3045330,3067595,2288170,3679506,4135088,3252188,3458641,3609891
2021-11-15T17:30,3570450,2680767,4259336,3641552,3380516,3552196,2956702,4002272,3788332,4353395,3489467,4252256,3252903,3019006,3311091,4459312,2672397,1863454,3485741,3898254,3359427,3568339,3953123,2919459,3759960,5432378,3380997,3062885,3437475,4199710,3961138,3969342,3355496,3418502,2978435
2021-11-15T17:35,2697669,2801415,3751919,3906670,4055538,2872338,3634761,3500570,2538290,4573324,4505294,2421688,4878700,3405170,3851739,2123511,3207307,3301851,4614790,2476491,3504188,3356757,4820491,2407830,4337265,5214035,4108355,4500694,3548187,3231981,2890682,3369770,3963877,4208661,3032695
2021-11-15T17:40,3952958,3245713,2595961,4399123,4683812,3945429,3675600,4380366,4639782,3757496,3110923,3720247,4749071,4470574,4091238,4800544,4080633,3505654,3124778,4263227,3409874,2039053,3874701,4100308,4437027,4825205,2549114,3659174,4192729,4131133,2420381,2411779,3959749,3655990,3028614
2021-11-15T17:45,2899047,2936461,3289735,4968448,4581919,3078054,2353348,3248514,3808471,3826209,4120174,3235976,3074351,2657398,2586040,4088833,4013477,3899021,2520094,3325485,4570646,2398810,3734934,2797022,4779384,3450249,3044431,2404137,5453905,3505419,3131656,2616285,3581312,2979039,3440851
2021-11-15T17:50,3996055,2618431,2982765,3139293,4199215,4698325,3293005,3647895,3534952,4093934,3724100,3496309,4176767,2131590,3982609,2761149,3411533,3924418,3109247,3617110,4438469,3352729,3572214,3226478,4492945,4342566,2390526,4202561,4346174,3788183,4116038,3290482,2686445,3869201,2323548
2021-11-15T17:55,2577298,2123674,4570973,4069506,4316772,4529437,4727954,3748139,3157807,2411162,3025747,3326232,3417767,3644489,3659794,3055157,2507404,2661561,2565193,4708257,4057095,2779992,3511359,3289176,5190485,5046166,3121001,2822808,3958660,3106180,3703332,2337804,3467421,4934849,3291675
2021-11-15T18:00,3331261,3101983,4339304,3037649,3752554,3682340,3348352,5346787,3594395,2773155,3262084,3472224,3129042,4587808,3716144,3577824,3523923,3680804,4564304,4520471,3657166,3529652,4442179,2201692,3275518,3915288,3311503,2234036,3666705,3365649,3787117,4824746,3272466,3086023,3022378
2021-11-15T18:05,3274809,2949478,4255974,4373109,3402690,3060209,4335964,5770991,3004595,2749007,3122431,3774425,3991601,4843668,3507003,3665292,5105536,3936941,3029557,2849137,4018756,2890306,2914645,3737708,4411557,4951594,3188440,3477698,2432948,4221730,5279509,2985268,4499173,4635042,3187818
2021-11-15T18:10,3660641,4048611,3922573,4138351,3056671,3524169,4287029,3707678,3155604,5647370,2675967,3513708,3476904,3441548,3051000,3413678,4753949,3559551,3083332,3403843,2610937,2364545,2843443,3294769,4742306,3899711,3446821,2992414,3372119,3282703,3239050,4091403,3636092,4060265,3944688
2021-11-15T18:15,3048591,2221680,4541410,2858057,3612726,2934804,2635238,5409086,2560894,3276491,3394439,3088219,3944915,3971483,5072110,2756703,3360682,2816401,3504806,3211022,2925844,4194376,3440686,4120917,4491893,5851055,4040523,2901029,4497307,5252843,2695963,2987777,3797156,4381471,3172404
2021-11-15T18:20,3369049,2352683,3983771,4028888,5274962,3849940,4530415,3591838,2304073,2990544,3548719,3219694,3934999,5032476,3517717,4333198,2261744,3477423,2921475,3034648,3360943,5006079,3133426,3228431,3404029,4455075,3290062,2613101,3878988,2987632,4341861,3612021,3155396,4544636,3482931
2021-11-15T18:25,3337744,2948261,3132395,3035779,4853121,4109521,2754940,4262111,3899434,3207252,4086867,4547492,5301958,3200111,3743882,3107049,3489872,2918028,3039383,2766183,2428511,2825541,3094374,3417167,3794932,3014937,2492655,2380851,3991098,5089932,3796197,2547448,3938808,3267071,3675849
2021-11-15T18:30,1293588,3415613,3463505,4610624,4236738,3731329,3375935,4326895,2262826,3762490,4452762,5171875,3737233,2619967,3362928,3570252,4090085,3496052,2140198,2041773,3200923,3461553,4530434,3094246,3355972,4979365,3240537,2622520,4217652,2680794,2611894,2862797,4092840,3694892,3693565
2021-11-15T18:35,3585304,2030854,4378861,2895185,2704262,3793246,3784059,4805210,3941855,2770808,2903469,5395748,3178383,3702799,4360593,4964811,2571114,3223993,4055528,2409540,4612869,3304538,2983849,3146550,4163690,4646083,3320306,2638035,5127040,4413921,4092462,1817337,2766412,3482803,3765994
2021-11-15T18:40,2821814,2587396,4444849,3476891,4450642,2911225,3957730,2909639,2534431,2734379,2800090,3330506,4118737,2935931,3252332,4362060,2999440,4174115,3697721,3496488,3153647,2421842,3806208,2972735,4934565,3939221,2767349,2632052,3771204,2571205,3135289,3353624,4100097,4720286,2434801
2021-11-15T18:45,3464990,2980736,3832575,4559281,2284833,3292418,3428806,2804639,2415047,4287041,3276864,3873338,4046649,4345189,4383177,3838944,4214773,4153667,3696727,3146913,4238587,3085162,3586559,2906959,3787473,4005288,3118182,3448958,2139780,5351561,3407806,3545438,4721540,4396652,2596560
2021-11-15T18:50,2662590,3304613,4084936,4767400,4236850,3031667,3416018,4520897,2952509,2213140,2736100,3856147,2313544,2905367,3286334,3539768,4486251,3510953,2676022,3251713,3792732,2718626,3488950,3632358,2972776,5473077,3406602,2785946,3695902,3580702,2357886,2648068,4046218,4223682,3864645
2021-11-15T18:55,2044913,3564534,4165200,3569842,4523610,3059036,3263396,4067590,4025119,5098163,3540701,4426681,5009369,4146564,3016738,2759235,3773985,4026957,4156675,4432867,2815387,1908446,3611443,2940547,2492712,3335816,2935801,2827755,2817020,3668062,3489037,3329779,3265922,4735099,2968869
2021-11-15T19:00,4849766,1942390,3564002,3150753,3749610,3691705,2915133,3002973,2936436,3776851,2838567,3022468,3667086,2796465,2492938,4126461,3488126,3222632,4395933,3326227,3812698,2455503,3510998,2424165,3229725,3187132,3100606,3444332,3896329,4310148,3334694,3297874,3658234,5472172,3575948
2021-11-15T19:05,5399240,2800362,3075143,4795268,4155833,4529752,2437078,4831321,3541238,3059152,3087522,4314655,3934468,4255027,3354407,4439420,3686852,3341326,2476400,3315185,3592213,3394811,3693868,3931993,4426335,6023007,4603590,2035501,4318920,3229839,4732699,2726147,3757536,4054514,2919652
2021-11-15T19:10,2811927,2293908,3549546,4908138,5326475,3897270,3929780,3663063,2446208,2551353,3896511,6124423,5417518,4335319,2786411,4638899,2584131,3434726,3015810,3703382,3330524,3130328,5293372,3385086,4106499,4826203,1933629,2701333,2727679,2618600,5105175,3852194,3654253,2125221,4229353
2021-11-15T19:15,2535130,3334441,4059690,4445166,4807537,3355792,4730454,3748437,3516176,2949236,3782859,3719076,3249505,5873043,3402957,2846287,3083169,3996235,2719242,3084251,2892636,3001010,3234281,4583201,3117103,5070399,2573121,3368315,3432600,4155800,5010938,3348979,5070280,3799201,2654712
2021-11-15T19:20,3293725,3195711,3970139,2775139,2528156,3476527,3570422,3061644,3882957,3761107,5448002,3479515,3841780,4966397,5261479,4883897,3309026,4265689,2738994,1993496,3420401,3883092,5332275,3968568,4807990,2904992,3318072,2402015,4190990,3492186,4001518,3624372,3655285,1951371,3584307
2021-11-15T19:25,3349058,2768762,3459093,3128529,4163318,5237120,3713538,5243940,1820458,3979519,3049378,3371525,3104860,2622222,4766678,3640981,5456943,4917692,3909150,4256129,3491068,2830220,3667636,3135922,4464177,3898089,4520605,3348627,3472049,2650102,3340014,2986140,4361328,4505218,3442546
2021-11-15T19:30,2754408,4486356,5088133,2843198,3249562,3758348,2517822,4724531,3118407,4821932,3131030,4943288,4436927,2127784,3206067,4704798,3498510,3035622,3991065,3690114,3974322,2879611,1489089,3577095,4439576,4111334,1529410,2687543,3601020,3881767,4491724,4798546,4031940,3105681,5239798
2021-11-15T19:35,3060986,2548666,4423404,2751925,6229242,2401063,2888305,4265981,3692415,3224595,3408877,3613903,3677270,3391586,4101198,3232159,3510318,3668877,5818428,4709048,2874294,4179406,3303323,3605109,4507453,3498960,3817633,2705158,3147169,2856084,4672497,3769698,2300599,4035283,3652858
2021-11-15T19:40,2263657,3236462,3719873,3733911,3781777,3843067,3893799,4020279,3429117,3933279,2524281,3459593,4526167,3498232,3464810,3740995,3785740,2527867,2900019,3664532,3497438,3566162,4247907,2425794,5413165,4479920,2746397,2451444,3673773,2786658,4415912,5574148,3922368,3688725,2887929
2021-11-15T19:45,3662468,2175458,3574286,4412911,3972718,3661739,3643808,4849995,3183960,3557428,4097115,4109793,3266122,4432445,3268893,4933219,4012560,4757846,2581238,3157858,3041161,3388182,5594529,3263733,3722009,3694658,4320616,4662543,4266905,4045004,3846789,2445425,3344300,4473872,3571934
2021-11-15T19:50,3219165,2667180,4639285,3085508,4969418,3518656,2575154,4652271,2353179,4783143,3042891,3372924,5039566,2961380,3049309,3624528,2612269,3829829,3934937,2156514,2434503,4031090,4405789,3214586,2684265,4242472,2529812,3465285,2972894,4395499,3803847,3149209,4903709,3294318,3759516
2021-11-15T19:55,2467270,3223174,3983076,2099897,4875264,3430372,3613033,4373825,4579651,4186250,2818886,3145016,4041971,3521216,4644071,4771219,3591381,3603879,3577746,2170411,3087350,3100177,3249461,3162594,3428950,6020279,3877426,4274020,3180928,3536985,3605302,2733078,4511470,4421398,3773621
2021-11-15T20:00,3331148,3317528,2903345,2875428,3224507,4090448,3928699,5483854,3227866,3100658,2133711,4534161,4552695,3784349,3914875,2540998,3946481,3106587,2768935,2372323,2883920,2531895,4807172,3166256,4427984,6305613,3203617,2681013,3078568,3330561,3619620,3508749,6055975,4139671,2373593
2021-11-15T20:05,1713308,3273798,3887371,4302975,3365307,3792880,2996175,4573200,5302738,3887332,2628913,4560601,3476373,4030649,3457253,4361508,4401996,3792035,1986532,2830918,4049630,4009973,4870864,3210564,4138453,4735335,2870371,2536650,2734574,4252406,4365299,3402921,3657380,4029816,3175823
2021-11-15T20:10,2693809,3228882,4401879,3771225,2809307,3148252,3694330,3325602,3678743,3300177,4389767,4930972,3980946,4222037,2922145,4487499,3544142,3274198,3336466,3175111,2142506,3700948,3278178,2234823,3434569,2531338,4580115,3675503,3576371,4338819,3742588,3152009,3950157,4971324,3368180
2021-11-15T20:15,4294207,2304095,3846185,3017503,3960229,3935064,2572598,3925926,3948317,4507013,2564981,4069925,4507044,3446247,2157969,3262646,4489883,2829996,3284672,2699777,3080454,3086843,4335678,3641153,3397150,3949819,3042113,2195684,3023515,2605829,4853025,2572796,3748711,3836180,3370781
2021-11-15T20:20,4209754,3707649,3633458,4221907,3617863,4503278,3197199,5624440,4274294,3214211,3492128,5044807,4648933,4533443,3439591,3549922,3202602,3073449,3376909,2046428,2657662,4395526,4522957,4051649,4191237,4223474,4907694,3654331,2996131,4634685,2701267,2635178,4973635,4544788,5899805
2021-11-15T20:25,4109027,1905813,2392832,3572866,3577425,2634873,3343356,4634424,2683785,3322071,3069604,3921882,2891857,4089842,4642726,3280239,3381497,2449592,4105046,2755260,4028276,2974414,4223085,3273481,4650454,6134311,3644781,2727909,2234168,2307517,3198107,2937189,4007959,4952831,3800252
2021-11-15T20:30,2462395,2727845,4488775,3801829,5119754,2699535,5394771,4446123,1999872,3548501,3040831,2523987,3935173,4218357,3244603,3024352,3322311,3276880,3731777,2228364,2628363,2912225,3272231,3424421,4306838,3373053,3927832,3191779,2646507,4316346,4443362,3153917,2770865,2059896,2754238
2021-11-15T20:35,2791451,2213186,3832708,3827448,4885105,3561176,4144883,2926358,3251046,2654939,3863177,2795109,2991519,3158694,3193791,2535116,4974470,3876657,2999445,3802137,3518961,3646657,2594065,3644404,2984894,4992944,2887779,3442954,4658006,1803371,3406554,2290473,3966503,3504496,5288829
2021-11-15T20:40,3888898,2776717,3209626,4258198,3498318,3479441,3970238,2908621,2662360,4074639,3623281,3049537,4358114,4824965,3325087,3639004,3308880,4708877,3907405,2244959,4642740,2030171,4022379,3136816,2267042,4054587,3177368,2684413,4342983,3545338,4114126,3691751,3405110,4516209,2386834
2021-11-15T20:45,1935028,4639894,3619890,3648370,4158858,2932824,3991346,4110217,4757899,2828796,2816108,3981023,3827241,3930637,2986949,3373201,3720068,3912961,3152229,2704469,3190060,4458493,3047632,3277423,3992923,3531266,3224275,3202820,4146185,2970833,2935758,2635930,3510251,3115638,3389415
2021-11-15T20:50,2096299,2328992,3695709,3856152,5080557,3356825,2493977,3666135,2552556,3360152,3682855,2931745,3908779,3951808,3699746,4322279,2988919,5216443,3317552,3180541,2793092,1846521,3616859,2243867,4429619,5130884,3429973,2312955,2212457,3522441,3825891,3494020,4613474,5457290,3945049
2021-11-15T20:55,3985257,3743893,3395460,2919575,4842440,2867322,3067189,4564188,3457353,3095890,3207183,3071865,5413059,3562462,4104594,3560693,4410648,2943606,3867004,2138818,3742740,3292265,2590923,4168049,4330268,5267065,3557657,3154301,5037188,4218668,3702627,3843165,4464307,3296999,4906446
2021-11-15T21:00,3159749,3176312,5060273,2772135,4646300,3639637,4464244,2720149,2866560,3719627,3170245,3801564,2672194,3799358,3499511,4480955,4023893,3477344,4051993,2757248,2636099,3690095,4317884,3350495,5591553,3694408,2716091,3356681,5516986,3574558,4533302,2677383,7085516,4491602,3641236
