mtime,AB,AL,AR,BF,BO,BV,CH,CO,CZ,DI,DL,DM,DO,DS,EF,EH,GS,H,HI,HP,HS,HT,HW,HZ,IU,JR,K,LO,NS,NU,OV,P,U,VW,XY
2021-11-22T08:35,3485182,3552654,3036047,4659324,4025899,2211730,2942451,4009905,3239738,2830269,4169645,2684664,3350342,4352311,2614475,3694408,3276513,5582947,4370186,4621095,4729909,3275101,4305017,4918522,4782855,3557736,4121426,3117379,3515140,3349400,4635369,3548219,4431984,3541634,4326105
2021-11-22T08:40,2687726,5421042,4192776,3363680,3711213,3281920,4008061,3832394,2731405,4928977,4286529,2897492,3976053,3424578,3559498,3123404,4102506,4816232,2413905,4415443,3017244,2640033,3773536,3719095,4281692,3482757,3985889,3684502,3116063,3732508,2767732,4404355,4965528,3271223,2721352
2021-11-22T08:45,2541506,3906691,5224936,3632940,3246871,3373203,3439517,3484068,3517330,4103931,3365059,2455639,3216593,3563303,4510898,3966482,5093075,3685330,4472113,3421259,4182579,3518672,4249431,3400918,3348243,3573537,5084911,3559889,4417841,3573345,4768403,5617289,3582199,3270359,3778419
2021-11-22T08:50,2963486,3475517,3688093,4009678,3877225,2948999,2600665,3810451,3118255,3419040,2758899,2902250,2906734,4270302,3439790,4511144,4981505,2930514,2702139,4270085,2709068,2584769,3730186,3609416,4432725,3770574,3417017,3708341,3338672,4633812,3007610,5225871,3157578,3043707,4163698
2021-11-22T08:55,3272252,4000224,2892973,2741209,3657717,2836246,4265993,5430417,2692272,4134334,4827619,2142271,3178359,5021343,2364872,3793709,4163716,2406282,3931492,5282399,3217345,3315036,2952334,4012817,3520866,4426697,4553337,3589641,5215553,3331015,3774250,4271204,4587780,3142378,4540819
2021-11-22T09:00,5502021,3867190,4621676,2993550,3101357,3241912,2336175,4712716,3211358,5031688,4615036,3276131,4300100,3857622,2887221,2889303,5019117,3803167,3297001,4553084,3001406,3725752,4445706,4976106,3564987,4746069,3577664,3805226,3817060,3839761,3331009,4635178,3913256,4044533,3111859
2021-11-22T09:05,2330467,3946921,4197967,3192387,3152980,2665196,3540232,2942679,4105564,2910677,3423151,3451881,3660610,3465176,3429047,4179734,4904919,4416769,3288960,3815710,3457931,3438556,4795130,4935928,2976567,3095091,5350664,3509072,3054860,4200718,5272508,3539004,5896171,1807105,3478467
2021-11-22T09:10,2638608,4403210,4059589,3313973,3370897,2308399,3960176,4938624,3100611,5396299,4463896,3773967,3012601,2710384,3402226,4067818,3659839,3178140,3259945,3996066,3564241,4328033,3855106,3427494,3711449,3966851,2990099,3148418,4187442,5911351,3065260,3540949,3010391,3563433,2902236
2021-11-22T09:15,2879856,2570146,4686328,4030283,4154753,3402657,3143957,4963401,3928896,3811081,3801738,3000549,1882170,4209996,3295354,4432554,3208190,5390056,2883433,5026958,4089248,4108576,3922254,3721109,3657071,4077124,4512290,4410940,2909505,3487841,4249578,2814886,4670105,4446169,4647125
2021-11-22T09:20,2413200,2789264,4275486,3077690,5099607,2669509,3904894,3605082,4701193,3548111,3375496,3105896,2374702,2872713,2623860,3428673,4115410,2881695,2441180,2046208,3060864,4427606,4055911,3017519,4278076,4251643,3807144,3282667,4772329,3080294,3717921,4240325,5247647,3895462,4923468
2021-11-22T09:25,2987459,3403663,3394340,4710887,3165951,4086707,3776815,4478774,3063262,3169135,4218604,3000327,3411848,4491922,3632447,3627878,3892613,3916948,2920716,4290093,4596782,3422767,3481892,5814230,5290728,3984121,2753526,3594159,3602153,2942161,2972965,3646979,3722203,4403132,3058587
2021-11-22T09:30,4468646,5421658,3245028,3506132,4315429,3597207,4010789,4160257,3830685,3190945,3512066,4038766,2772440,3991186,3260173,2793058,2464818,3631560,3497752,2342970,4113378,3616350,3951334,2841950,3899479,2969904,3413199,2229449,4300845,5311075,4561881,4648293,6770057,3769957,4473689
2021-11-22T09:35,2379407,4215032,4410139,4872412,2894588,3350500,3114184,3955767,6119962,3497986,3689588,2947514,2092882,3244447,2636286,2267158,4568404,3872159,3813344,2882217,5278518,3278366,3025789,5739664,4326297,4543043,4219580,3419808,5276110,6194173,3269224,3380951,3630039,2612958,4076275
2021-11-22T09:40,2416721,3047026,3802583,4968888,4740339,3755838,3468016,4127843,4203659,3453508,3541166,4188869,3513268,3703539,2156073,2723690,3363810,3793494,3122114,4426344,3813494,2489844,4221755,3393651,4426263,2891440,4162231,3837197,2896635,6042495,2983159,3553765,2760619,2780404,2811454
2021-11-22T09:45,2072556,4476956,3311975,2952373,3221097,1867010,3837562,3785560,2164173,3068830,4511600,2749753,3008730,2796126,3860094,3937143,4053885,3888465,2795765,3009560,4684801,3318753,4162676,4033794,3235926,3724995,3526630,3139792,2725717,3312080,3631148,3448653,3892150,3238614,3090775
2021-11-22T09:50,3466326,3076355,2586716,3590939,3659570,2990972,3485943,4879543,3759581,4282807,4355677,3004834,1321547,6378940,4299271,3118654,4873015,3865591,3973964,3642689,4864994,3724674,4895902,3848629,2677741,4278611,4105647,4336483,4185857,4573799,4816303,3351169,3632093,3279193,2586539
2021-11-22T09:55,3024101,2169140,4205463,3638968,2989758,2576704,6011905,3565012,3339483,3106736,3418882,2652172,2128678,5109392,4065423,4600524,3582441,4046465,3225154,3942990,4338186,2962852,3554210,3781349,4181274,3987099,3771036,4831523,2850523,4895534,4290016,3514358,3949163,2806921,2959190
2021-11-22T10:00,3598271,4086230,4020387,4465779,3873181,3951312,4234344,4638182,4948099,2659869,4786243,3293647,2867962,3154889,5152687,1871586,4369416,2792648,4549014,3941895,4657742,2323423,4737368,2497203,3789754,4181816,3881846,4091339,4508464,3944409,3338733,3426687,4868093,2659797,4207959
2021-11-22T10:05,3795058,3181866,2965704,3870595,4219000,3610110,3154424,4991891,3691890,3707018,5346470,3636622,3355201,4138467,4118823,3788051,3287229,3887223,3772517,4587425,4400896,2907678,3762706,3657991,4210116,5639909,4618117,3432967,3130169,3342201,3050455,3045790,4442109,3775541,4034631
2021-11-22T10:10,3400231,3971272,4333583,3039469,3863523,3292566,3274108,4203424,4214626,2992388,2687644,3575754,3198981,5173208,3593266,2998520,3730572,4142239,2611307,3998516,4742200,3573323,2499335,3059456,3209052,3883598,4419364,4198979,4724538,3676496,4141235,3301179,4229733,2757671,3602572
2021-11-22T10:15,3511010,3990436,3832673,4045615,3188083,2386873,3960513,3864428,3681061,3978811,3455520,2233110,1726848,4848022,4423332,2561759,2614451,4456507,3709950,3850100,4081197,3097486,3684899,3016641,5598743,3185243,4566332,3410817,2982442,3735698,3058641,3531601,4367719,3107576,3278635
2021-11-22T10:20,2556656,3082272,3393327,2680106,2920930,4133354,3278320,3815450,2953618,3620291,3868649,2379101,4186688,4257336,3753827,2352962,4202290,4250915,3186993,2602507,3538237,3025799,3645843,3457913,3640666,3852615,4153606,3472976,4644539,4620847,5484997,2890490,3208938,3529061,3292993
2021-11-22T10:25,3023517,4026636,3091419,2903605,2760956,4031976,2609040,4764509,2992905,2749606,3336890,2369735,3005481,2988650,3126751,2931902,3590598,2529450,2821489,4212880,5337968,3997661,4800932,3950961,3462996,3912665,4477260,3987164,5339498,3144813,4498469,3370183,4226550,2907189,4694610
2021-11-22T10:30,3183859,4755943,4980344,2823159,3142390,3187375,3543806,3792721,2468117,5335285,3928255,3719983,2523164,4139353,2893385,3451609,6176677,4585548,4356077,3291409,3005807,4352659,4909567,3270574,3277008,5757363,4098957,3704560,4948123,3504258,4173978,4022155,4718706,2551699,3618122
2021-11-22T10:35,2851902,4823307,4351014,3035538,5232564,3989296,3424439,3921264,4958866,3541107,4166907,4245916,3556355,3955783,4148824,2288807,4780497,3686325,3496552,4842457,4236975,3173304,2519648,4153707,3774798,3302168,4848025,3789913,4438450,3158036,3783299,5043751,4054110,3483149,4794843
2021-11-22T10:40,2744495,4035044,3756134,3561061,3873623,3384070,3478061,3746018,4300984,3991945,4265953,2502209,3762786,3167642,2909300,3209022,3392279,4139577,3082986,3284651,4039600,3766596,2806657,5402776,3867873,4910723,3822445,3058917,3588743,2943111,3950776,4156654,3581643,3695929,3129196
2021-11-22T10:45,2253092,3904263,2970056,2960716,4672637,2047750,2107341,4830033,3334027,3780883,5509552,4725430,2101790,4369951,2180895,3527239,3429947,3367298,3825887,3217277,4421765,3130440,4758176,5659651,3289903,2972222,5159894,3896465,4568627,2926010,3799707,2739124,4051924,3228953,3960379
2021-11-22T10:50,3292258,2573503,3232755,2303369,5682211,3770813,4442653,2991954,2732753,5660947,2880157,3484448,1795803,3891309,1862951,2137024,4374436,2551336,3899159,3376773,5199458,3267443,2801955,2524431,3887801,4277613,3578276,3035222,2725377,3844677,4981239,2538544,2843591,2397667,2684459
2021-11-22T10:55,2866917,4294076,3702274,4695810,4569496,2210743,2810861,3989845,2831121,3092820,3229549,2919981,3690344,3280417,5370814,2245609,4144168,3044398,2761683,4079080,3706907,3705135,3593516,3945763,2859780,5280084,3073798,2852062,3317497,5446229,3331724,3047612,4967700,5273849,2784746
2021-11-22T11:00,3042426,4536745,5148698,3535634,4020123,2543596,3776868,4610313,1964762,3604538,3316167,4098024,3312693,3952199,3264028,2873975,5208144,3965803,3500310,4012013,3401377,3911901,3278037,4748901,3398645,4108837,4217701,2995181,3862804,3825251,2808435,3305944,5408659,1731107,4606684
2021-11-22T11:05,3869963,4068491,2641235,3512163,4809149,2389159,2912391,4593589,4322888,4511095,5318976,3550253,2610658,3513254,3327306,4209493,5123215,5992616,2017146,4163804,4297992,3562544,3272965,4524093,4005954,4531480,3809823,4241621,2844932,4056132,4342072,4071752,5116316,4166856,2734641
2021-11-22T11:10,3117356,5033265,3595517,2751022,3507978,2124873,3213490,3573331,3070591,3947509,3616277,3310632,2650067,3096529,3064700,2973334,3940973,3730887,3473164,4425890,3350587,3559915,3067695,3494387,3379261,3957965,3976047,3385843,3630229,4590974,3399280,6582741,5626175,3682964,3318101
2021-11-22T11:15,3581987,4880012,4068673,3109485,3578824,3098459,3390848,4663890,3697627,4072912,3347234,4015811,3039866,3444239,3553796,3166220,4896064,4023651,3447754,3275804,3919988,6090403,6078065,3301118,4225446,4508632,3230090,2777839,3578105,3591407,3820299,4077179,3907916,2295139,3134623
2021-11-22T11:20,3781286,3202822,2853309,4161555,4131495,2240888,3536095,3886736,4476423,4300843,4041015,4404097,4652949,3086138,3029791,3485057,4002847,3728704,4381398,3443553,3446922,4664527,1929760,5432380,3180746,5084752,3613688,2829471,3047067,3843766,3484725,2905073,3680420,3022503,2836866
2021-11-22T11:25,3543443,3897343,2974765,3808118,4198852,2773855,3984179,3907103,3239948,4236271,4775298,3603360,2563195,4746660,3901808,3322374,3856266,3666518,3467907,3128529,5327004,3624002,3870970,3788420,3684852,4205424,2705746,3565379,3117552,3811725,1680001,3082071,3936700,3567196,2621001
2021-11-22T11:30,3217073,2965371,4316306,4535053,2755313,3438004,5377946,2801983,2661502,5060033,3330883,5049180,3274194,3378243,3383139,2609210,4287636,3224489,2204618,3807706,4311044,3249886,3520519,3950403,3657177,5135741,2646768,3163314,3393249,5307064,4698994,3653380,3665601,3850300,2819031
2021-11-22T11:35,3610911,2457796,3458867,3611383,2191522,2952871,3652165,5092152,2841311,4630181,3940582,4099239,3397112,3760713,2593414,2918139,4418080,5372029,4561895,3796210,3928654,2305429,3251217,3561637,2918538,3915552,3132282,3583309,3694004,4093104,3258582,3047036,5637445,2816246,3443001
2021-11-22T11:40,2587720,3677756,4526768,3512701,3263808,4110286,3383144,4672778,3325998,3973593,3704264,3464544,3270119,4025491,3010459,3689472,4258530,3686204,3652649,3288669,4796219,2988962,2552093,4669511,3147735,4065679,3009026,3444130,4675633,3580444,5094315,3220568,4375441,3504409,3654987
2021-11-22T11:45,2910303,4688679,3861272,2561467,4797110,3084793,3725799,3020954,3037626,4314056,3722733,3638153,3997167,3190079,4315252,3868973,4148777,2582432,3219046,3927608,2992640,4474377,2919352,3978865,3588214,4068121,4252108,3845250,3251912,4507147,3190054,4455014,5858299,3910581,3837714
2021-11-22T11:50,2735146,3779962,4020242,3018194,3594579,2921469,3818552,3871178,3905560,4276686,3487795,3001788,2360635,3938897,4209749,3833199,2856133,3232426,2235329,3495255,4695832,1421557,3459482,4172291,4862395,3072534,4452745,3838613,4079671,4276567,2370473,2797969,5513835,4614292,2845051
2021-11-22T11:55,3401024,4720771,2548043,3767382,2975273,2559677,4236742,3123976,3910525,4093588,4285738,2968568,2563622,3258775,2809004,2436356,5041911,4387131,3843333,3753726,4740717,2986760,3389694,3474016,4621945,3683482,4106811,4817258,4747048,3154133,2101783,3457785,5842191,3613624,4374192
2021-11-22T12:00,3668780,3452277,4792316,1787433,5335804,2239534,2732691,5432202,2999825,3485358,3518889,2681549,2949040,3351487,3592848,2978156,2819702,3261193,2772569,2637372,3801680,3333999,3301837,3809951,3742946,4461341,3668537,3119821,3528988,4959111,2217421,3983909,3961033,2248493,4754212
2021-11-22T12:05,3187916,4342927,4534975,4661580,4190571,3740940,4816154,5141302,3170667,3118351,4306286,4450682,3341727,3740807,2655370,3327270,3527988,3835343,4440767,5418298,5256755,4445648,3577664,3219513,3240370,4632057,3767749,2809820,4505906,4891317,4453247,3120669,4287960,3673200,3262141
2021-11-22T12:10,2876209,3781166,2697677,3608352,3255855,3045269,4036217,4288833,3081454,5018702,3437118,3758994,3028347,3483399,3060664,3977514,4458052,2431201,3215370,3736556,3499276,2839356,2998405,4140400,3405539,3787595,3162329,3973884,3801190,3415904,3631567,3713840,4303968,3728351,3265785
2021-11-22T12:15,3865348,3309235,4993347,2959394,3357607,3349446,2844693,3924804,3417138,3252050,4070978,4300372,4817493,3901405,4185224,3068696,4026779,4646840,4529218,3956037,3764524,2435828,4873215,4526649,2456861,3687322,6135095,4420372,4184145,4415045,3634363,4013500,5299413,4798073,3583998
2021-11-22T12:20,3455299,4727880,3600755,2946474,4411232,3010059,2941410,3257278,3213360,4045812,3204549,2774377,2667571,4849519,2747621,2530194,4208066,3584435,3418892,4026357,3637829,4088685,4054342,4274237,5064015,3803799,2457083,2707779,4354087,4515037,4258935,3589447,5091283,2634725,2610828
2021-11-22T12:25,2486625,2754995,4717023,2703616,2890040,3103686,3082942,5121454,3169113,2590270,4938672,2755255,4195991,3648302,4913062,3934671,3642127,3418969,3168350,3079798,4093020,2286000,3104734,3664220,2991101,4406361,3144137,2510224,4271300,3812532,3076627,3363515,4336829,3207510,2609411
2021-11-22T12:30,2172105,3442722,3502890,4176339,3167138,1872613,3713266,3989677,2877666,3384088,3166315,3113565,2732884,4270167,3053127,3833954,3432167,3352975,3530493,4461135,4222767,5459494,3329296,4999845,3723597,4968274,3958917,3376473,4928435,3695945,4714835,4333694,3667131,2284801,3469981
2021-11-22T12:35,3452105,2929368,4312568,4342667,3256865,4412294,4524008,4894220,3316236,5589986,4030831,3870665,3349832,3800591,3105221,3426560,3263083,4506912,2049312,5466591,4880722,3393531,2201253,3094252,4418519,5077918,3957215,3018080,3921106,4591252,3239660,2746314,4088762,5016700,3507145
2021-11-22T12:40,3906059,4483647,2983453,2645726,3197140,3248606,3871543,3828442,3393918,3338560,3356524,3445653,2810661,2464811,4734114,2842976,3047950,4898037,3334041,3107585,4151871,3710621,2591371,3125501,3694554,2936310,4059877,4424429,4501619,4377997,4618828,5027571,4051766,2294932,4270254
2021-11-22T12:45,3042711,4401724,3107118,2145654,4724899,2362165,3001715,4951568,3855299,4942443,5108680,3106295,2832109,4664456,4032993,3837453,3396659,2811980,4123192,5007899,2427846,2578834,3094166,3585097,4483942,4851098,3544380,2573087,4232774,3951421,1631248,3000439,2745127,3645051,3047275
2021-11-22T12:50,2569075,4162561,5204124,2563905,3480480,1798346,3453468,4653645,4036990,3601114,4127006,3190237,1693122,3905975,3244793,2616931,3385543,3512017,3568526,3730530,3884213,2861853,3159361,3323661,4648766,3570566,4857318,3540040,5630716,4729817,3801040,3677733,3733239,3493300,3730951
2021-11-22T12:55,3989270,3541910,2615482,4122109,3887249,2845189,3201031,4591141,3937125,3844583,4034707,3727179,2105954,4123046,3292376,3757398,2194923,4271906,4022707,4142883,4386433,4310516,3742942,2935709,4091289,5040546,4305613,3391384,5164514,3515795,3307646,3405463,5044798,4745191,4549325
2021-11-22T13:00,3487653,2870055,3402615,4457403,3487559,3960098,2739321,3810347,3070472,4809675,3930647,4089740,3096705,2825551,3388300,2382389,4992278,3370929,4008123,3785026,4704625,4346175,4401804,3421765,3965886,3382154,4514073,3141656,4746610,4949149,2844881,5509645,3638469,2722166,3434370
2021-11-22T13:05,2363880,3639636,4228747,3599115,3396102,3207475,2958005,5815756,4410708,2965914,2321393,3233314,4353018,3443745,3097016,3941535,4115490,4439794,4563533,4244319,4403354,3304452,4144200,3913541,3900784,5548644,4587955,2844845,4950481,4727533,3795744,3502393,3692680,3344888,4966228
2021-11-22T13:10,4368472,2042117,3858650,4514781,4193103,2999198,2610453,2448244,3012659,5496981,3988287,3723318,2639616,4173468,3028128,3216237,4484453,3703434,3138199,3168966,4382050,1602562,3730953,3466790,3644815,4696955,3737534,2692332,2915228,4520037,3481834,4413322,3197251,4343621,3483864
2021-11-22T13:15,3590335,2159035,4441698,4256649,4573743,3137840,3365042,4594514,3830451,4364152,2893210,2714164,2096762,2447130,3491551,4048674,4941400,3389374,3811037,3188682,3325985,3091884,4135422,4562705,3379371,3165260,4261109,3429122,4733530,4109380,2766207,4082851,4647524,3382559,3943791
2021-11-22T13:20,2917556,4693732,3124623,2958580,3795935,2771237,4793488,4500305,4154172,4673762,4949621,2696039,3635679,3332542,2980038,3771016,4121056,2847390,3195289,3310824,3573495,3764859,2078158,3455381,3779885,3131951,3185612,3369474,4696663,2865473,4126983,2951312,5310981,3254593,2577954
2021-11-22T13:25,2924530,2938328,3372648,2793644,2653796,3369053,4609240,3763928,3174668,2591623,2345774,2916569,4238203,2911681,4765403,3467805,3306547,4216753,2740866,3743349,2624858,3376377,2044778,3111966,3348307,2454849,3571386,4025449,5248942,3700568,3211532,4561499,3824636,3912553,3456919
2021-11-22T13:30,2334851,2769873,4433438,2916827,3238094,2804443,3743138,4683347,3817047,4550031,4345461,3226251,3746942,2921810,2801774,3606443,3397213,3828845,3441046,3041423,3047172,3597187,3225328,5240081,3904536,4425996,5368287,2860730,3703454,4329631,4873724,3800386,4096080,3519128,3414555
2021-11-22T13:35,3100636,4122941,4829261,4387640,3562960,4519623,4217388,2940094,3083872,3303074,4415260,3611460,3074682,3156300,2572611,4121318,2371549,3291213,3339559,4097785,2674877,2677609,3116007,3842624,3233623,4463428,3640364,3234917,4162667,3302899,4237886,3921884,5975085,2073865,3758106
2021-11-22T13:40,2921865,4271478,3946774,2015752,3167389,3484221,3961757,3588605,3779466,3704471,2939269,2881358,2194679,4639709,4132009,2284940,3781973,2774655,3346517,4121274,3951864,4164925,3891242,4667203,4708412,2728780,4799948,3207083,2893769,3030929,3416590,3458509,3744353,3213389,4321960
2021-11-22T13:45,3053711,3398753,3243328,2542173,5234378,3126767,4265324,5371840,3127270,3365021,2196657,3911118,3178027,4579582,2472247,2627990,3385417,3388489,3814612,3498590,4443402,3003440,3321559,3438049,4961357,3605052,4767519,3173892,3917212,3499979,4962124,4139770,4581313,4906987,4077980
2021-11-22T13:50,2321813,5636255,4525859,4257649,3849142,2949990,4134469,4223524,3660560,3772843,3144468,3526005,2316077,2859974,3423629,3456694,3584638,4166514,3245502,3480445,3767972,2914768,3258780,4386198,2926753,4659168,4696804,4121713,2014827,3101445,4044863,3916679,3747679,2905368,3162671
2021-11-22T13:55,3363938,3673048,4910938,2664976,3680047,3173648,2792756,4991327,3101866,5420940,3157188,4131502,2300698,2057257,3799162,3597309,4305624,3732209,3037583,3047966,3541861,3983659,2255126,4813682,4439869,2711257,3344096,4211039,3537801,4090733,3803095,3797061,3392555,2894612,2138668
2021-11-22T14:00,3807092,3407460,4555341,4838126,4811160,3685416,3913551,4113172,2819406,3522674,6199501,3898950,3503947,4526401,5101981,3490282,3144743,3632722,3918253,4351428,4916145,2672764,3478083,4669399,4953837,3890421,4031759,3201662,3577377,4326962,3267210,5066146,4555437,4673769,2949117
2021-11-22T14:05,2923409,3999788,5573026,4917559,2700778,2774082,4508616,4881695,3669324,3325148,4198941,3352468,2096386,4011102,2749796,3504948,4258509,4475661,2986100,1842049,4916234,4712260,4690080,4018548,3119634,5060141,3727675,3872644,3934568,3544351,3952260,4041605,3241650,4029674,3665182
2021-11-22T14:10,2459318,3248459,2941273,3075493,3400565,3603367,4107231,5235054,3344593,4347139,3811909,3301853,1852271,4137301,3043412,3035613,3817392,3350653,3427044,3045615,4780384,3110574,4302009,2357940,3624357,4882797,4054696,4025997,2945472,4583511,5209341,3862551,4780089,3659030,2399827
2021-11-22T14:15,4494015,4136811,3399792,3560888,4208149,3968746,4346968,3636871,2748023,4499872,4056083,2587628,2824953,4499168,3728351,1669849,3660859,3709919,4243554,3557150,5498524,3444467,3582332,4222160,4502709,2429811,3266213,3316877,4578365,4017379,3060371,3268232,3775069,3195825,3138080
2021-11-22T14:20,2168403,3661300,4908123,2801036,3652252,3872473,2898594,3554100,3240199,3710069,4410202,3038371,2927839,2911674,4821685,2232284,4618887,5218531,3087206,3249558,3422427,2402429,4767078,5033224,5482032,4125761,3690097,3620237,3310842,5544704,4287761,3122006,3638172,3835419,3908955
2021-11-22T14:25,2350815,1951666,3221744,3345985,3546532,3491228,4699664,4501686,2344224,4155580,5450212,4939273,3437290,3472179,3168439,4690313,4260368,2499219,3105482,4222692,4554352,3222823,3147852,4062084,4155702,5335811,3967803,2854813,2582303,4414950,3490874,3775932,4462610,3122800,3596026
2021-11-22T14:30,3556030,5114722,3838257,3553561,3100822,3032238,4406370,3368813,5094070,4593482,5033610,1981670,2676776,5024368,4011915,3789553,4642496,3463949,2464173,3215431,3369893,4194132,4634337,4513829,2740271,4452854,3439838,3152364,4915132,3943675,5306286,4135170,4391727,3403508,3133538
2021-11-22T14:35,3925065,4326514,3860785,3076706,3044178,3592620,3113502,4748357,3712571,2860927,3307309,4135865,2531098,4300109,3903613,3059618,2945555,3593826,3446047,3980872,5809426,3264612,2935122,3405190,4106997,3061057,4077160,3737514,5424126,4496047,3139634,2915054,5169493,4103764,4181341
2021-11-22T14:40,3623006,3579792,3169512,3352218,2415648,2711662,3448824,4002518,3081348,4308275,4572334,3136888,2889675,4582725,2920341,3425768,3891541,3881976,3705231,3979367,4888565,4814683,2379365,3152702,4947429,4919980,3852425,3412165,5022360,3748890,3661300,3349183,3109291,3151194,2984402
2021-11-22T14:45,1728393,3728097,5471944,3932393,4283583,2440614,4063123,3593789,2687984,4395555,4028408,2104253,3662705,3216293,4214602,3350216,3134804,4392262,3232726,3912317,4520885,5114105,5499291,4741851,4695317,4003265,2763326,2544323,3427820,3424957,3790496,4154290,4998301,2829989,3996916
2021-11-22T14:50,4233269,3129252,4792594,4010998,2997069,3269962,3444041,3960335,3932876,4687587,4566354,2612754,2704222,4367573,2569860,2968364,3055684,3357426,4074310,4443015,4446795,4142968,4490106,3763585,3907066,4380276,2987497,4665134,3878054,3253049,4442218,3042748,4964200,3812864,3814876
2021-11-22T14:55,3707351,3450684,4991081,3392328,2492962,4191254,3217885,2850170,2700139,3651023,3296481,2373024,3200661,3683193,3909559,4400329,4288006,3999217,3960329,4035208,4089510,2783667,4070657,4289744,3556901,4549089,4803696,3184238,4715718,4349360,3728901,3282364,4014178,3530680,3692802
2021-11-22T15:00,4441352,4131254,4506446,3030066,2112966,2933069,3690323,3355092,3434766,3955657,3421295,2688685,3766304,2567958,2871107,2397122,3448073,3545162,3986660,3828904,3687839,3887586,4306822,5139661,3072090,4716323,3800767,3070031,2888977,4947741,3792177,3947813,3459270,3618387,3349383
2021-11-22T15:05,2844220,3427477,3247324,3451971,3473618,2938350,3427654,3422499,3388050,4439756,4824156,3518094,2230704,3070583,3652267,3139273,3311864,3792978,3934497,3497858,4338447,3774344,3499806,4460124,3448059,4154568,3740419,3746776,3416030,5771795,4925308,3311525,3886768,3021449,2915676
2021-11-22T15:10,2524451,3855896,4771358,3213295,3897699,3530000,3142899,4916353,3913953,5176701,4417803,4415841,2466835,3629649,3709807,5024156,3800964,3922883,4139528,4593507,4334722,4247848,4631785,5400631,4759788,4901980,4120536,4217471,4391837,5203967,5290956,3331665,3622267,4077139,3398269
2021-11-22T15:15,3376760,4331334,5148455,3664051,2180000,2833437,3594507,3719833,4232944,4170263,3908254,3269203,2454268,3533618,3391820,3739449,3373724,2672546,4645468,4321740,3286686,3190509,4603913,3481092,3433098,5169889,3776601,3692262,2977821,3823109,4079585,4277754,4380825,2829031,3526977
2021-11-22T15:20,2991742,2920926,2468608,4077516,3449680,3893324,3199673,3414801,2356632,5094283,3011630,3569583,3442909,4274589,3181680,3886026,4571925,2510086,4241313,3400143,2656878,4022910,2287440,3603425,3025248,3409021,2745016,3194714,4967803,4139061,4892231,2500303,4197328,3067418,4034704
2021-11-22T15:25,2267428,2979514,5365597,2924160,3710790,3492792,4374920,4871659,3546971,4419488,3722680,3681251,2485289,3299474,3111111,4366432,3384354,2970805,2683172,4345182,4897363,3676257,2199154,3876768,3871450,5298969,3532540,4215773,4579846,4492860,2791141,4053038,4753405,2776900,4124108
2021-11-22T15:30,3389304,4119740,3102148,2421888,4208986,2895635,3740755,3831114,3930990,5135945,3913080,3101896,1887696,4536788,4731683,4458079,2930457,2302043,3651536,4185559,4729370,4034540,2768704,3222370,3827933,3999438,3357172,3421855,4940809,3624604,3713603,2095531,3655091,2984994,3840229
2021-11-22T15:35,3068284,3655244,2642444,2693071,3237473,2477248,2750433,3743558,3446263,2864138,4403502,3722141,2387841,3114075,4667660,3265910,3495049,3838556,2241269,3992166,6182044,4185918,5645585,4894956,3082050,4384293,5093466,4656312,4721097,3883788,2112413,3926246,3838038,3619430,3132302
2021-11-22T15:40,3312945,4123737,4229712,4397285,3632727,3987455,3545699,3156188,2952803,3108398,3140949,2861571,2188857,3172924,4037327,3383355,4844901,2730625,3691537,3530013,3692077,2859725,3617608,2747038,4048008,3846949,3195471,4455105,5247137,4678469,3031053,4039864,4862599,3350445,3076212
2021-11-22T15:45,3299461,3151401,3095381,3806049,2600276,3350416,3237783,4335011,3350168,4244786,3595207,3515920,2980972,3992118,3262451,2668078,4346020,2595263,4284243,2907458,4306135,3212009,3792665,3304307,4516471,3893400,3830046,3957850,5120954,3414308,4429883,3194399,3808488,3406058,4903888
2021-11-22T15:50,2585817,3687952,5570274,3142749,4063866,3967444,3711769,4527059,5171243,3879421,4280124,2924492,2603783,3116931,4221582,4096765,5088078,3212680,3949076,3876960,3804647,2253375,3647517,4905654,5199339,4677614,4308706,3359209,3751304,4051861,2841685,3690805,3306070,3248391,4712191
2021-11-22T15:55,3489779,4867617,3249243,4114947,2648079,4652639,3338941,5550611,3153759,3933165,2538636,4255987,2943023,2974474,4495624,3841339,4280549,4069305,2764553,2680993,5650729,3994996,3550548,3381198,2557153,3628862,5675367,3053756,2980066,5627530,3525507,3495801,4688974,3899155,3047078
2021-11-22T16:00,3079201,4686634,4290034,3248928,3813351,2985119,4336635,5118567,3020028,4031431,4186791,3398598,2641643,2805107,3650627,3313838,4222540,2385303,1731985,4016441,2912319,3810854,3459084,2914255,3094539,4668029,4046662,4241915,3997970,4701984,4741732,4142487,5167030,3277612,3524457
2021-11-22T16:05,3022791,3857953,3815687,3238725,4061411,2843766,3664383,4385849,3979293,4354326,4981585,3662799,3007084,3359910,4435791,3143881,3836314,4768536,2735901,4212418,3756734,3441044,4331865,3480179,4070391,3353571,4799322,3195335,3199374,2352908,4252774,4084335,4098377,2559098,3850572
2021-11-22T16:10,2861975,3133705,4079130,4806749,2959932,3074660,3177384,4241386,4606616,3504394,3700074,3452682,3110756,4498538,3645696,3442863,5869376,2613030,3855324,3177810,4492318,3747711,3622890,2704364,3677213,5861266,4028762,3403127,3405054,5383104,3185153,3435019,4287464,3375507,3171217
