mtime,AB,BF,BJ,BN,DG,DQ,EL,GN,GW,HP,HT,IJ,IQ,JZ,KN,KO,QR,S,UY,W
2021-11-06T22:35,2264541,1897719,2463565,2904223,3680510,1538279,2886897,2363409,1735398,3881619,2104662,3426392,1747479,2162276,2693609,3392850,2350499,3054835,2619035,2873485
2021-11-06T22:40,2548196,3450589,1899991,2616682,2719793,1002693,2257612,2894179,2278898,3391793,2044675,2897559,1494647,3158608,3237559,2259502,2318037,3672402,2677004,2263898
2021-11-06T22:45,2878258,1652327,4802330,1926918,3460858,2796474,3509249,2438641,2955349,3295240,2428201,2375066,3123912,3089512,2504771,3130947,4214525,3406428,1640197,2171985
2021-11-06T22:50,1860459,706287,3123807,1611841,2196852,2677359,2805401,2521059,2436541,3861471,2276655,2874681,3410668,2171650,3448827,3403454,3392210,2959858,2088458,2257244
2021-11-06T22:55,3548700,1511860,3490305,3263215,3190836,2199050,3926575,1583303,2222213,1575247,2529790,2538898,3037125,2751666,1934762,3579617,3039763,3239896,2854039,2632470
2021-11-06T23:00,2822230,3366709,1751236,1797915,4570784,1502363,2699679,1989736,2598708,2112927,2020219,2176745,2194378,2383656,3076012,3741560,2815746,3747701,2217838,2355687
2021-11-06T23:05,3530859,1279469,2474976,2092243,2265344,1877071,2834294,3045418,2031977,2645038,2023904,3043336,3764755,3861865,2765416,2527417,3939177,4652814,2641983,2189967
2021-11-06T23:10,2661046,2121382,2933961,3701338,2643999,2341074,3385841,3088921,4295269,2721988,2377389,3388319,2027813,2066310,2841341,3153567,3493319,2625047,2845006,4160542
2021-11-06T23:15,2971393,2063239,2620890,1997831,3359024,2823371,2129919,3417603,3897405,3306496,3051849,2630596,1931035,2304737,2007657,3727368,3557762,3603789,3466725,2832546
2021-11-06T23:20,2755546,2347433,1958223,2491123,3231097,2524101,2948185,2084374,3890890,3606788,1850140,2004016,3075732,2164959,2223978,2963513,3845513,1895134,1605481,2155097
2021-11-06T23:25,2351333,1864685,2051583,2220654,2661934,2643317,2386187,2024316,4233590,3093792,2256575,2825417,3184074,2464998,2110503,3786768,3618625,4010635,2550315,3942478
2021-11-06T23:30,520734,2681717,2799778,2377971,2609540,2767417,2677006,3934157,2801357,3110123,2440589,2350987,1274144,2828397,3187613,3369994,3470203,2900111,3476998,4233772
2021-11-06T23:35,2124781,2231468,3074792,2934710,4263834,1548060,3157001,2028048,3144959,2184928,1880638,2854733,2525087,3437697,2336894,2804713,3140825,4182848,3055110,2590141
2021-11-06T23:40,1753329,2408921,2734284,3080883,2140903,3015572,2796609,2836993,3151407,3305441,1323726,2009161,1955401,1522153,3150688,3396896,2823988,2728594,3608080,2559420
2021-11-06T23:45,2113842,1856286,2098074,2535757,2026072,2449163,2637133,1834097,3759630,3470275,2966866,2585717,1784192,2818029,4072637,1578999,3220218,2404149,2581193,1931720
2021-11-06T23:50,3034852,1995620,2004536,2929405,2699846,2034261,3591257,3097554,4157196,2949367,2699081,3283371,2028734,2688688,2751437,4976228,2342268,2021953,2263367,3105013
2021-11-06T23:55,2378053,1873844,2723876,2630379,3860737,1941844,3120805,2601806,1479562,2471036,2337547,2912247,3180985,2463023,2901580,2369154,3436656,2401119,1101812,2564174
2021-11-07T00:00,2112186,2681323,2238150,2838193,3812658,3108910,2143197,2808767,3354486,2479006,2136458,2063823,1911717,2774859,1999469,4284353,2169780,2515203,3012718,2500656
2021-11-07T00:05,1999088,2565662,3021859,2688771,4820460,2962720,2795347,3047382,1973890,3318772,3831728,2870156,2449193,2820500,2238779,3692762,3211284,3519785,3213578,2109962
2021-11-07T00:10,2779354,718933,3465271,3726872,3007962,2059626,3263894,2865557,2949063,3131495,2173511,2790830,2825691,2244062,2815371,2661475,2205366,4002101,1450025,2309342
2021-11-07T00:15,3391946,1699865,3098318,3236620,2734409,2492659,2237262,3218981,2305762,2211727,2426264,2001394,2751988,2908894,1991052,3429326,2878439,1605186,2205343,2148702
2021-11-07T00:20,2414528,2350203,2838184,2742813,2042893,2576576,3071126,3044253,2892112,1957154,2868422,1956198,3057136,3110522,2785562,2396189,3041725,2781554,2160353,2552608
2021-11-07T00:25,2366702,3035580,2223148,3191830,3250763,2209776,4017951,3157851,1359570,2258979,2161109,2387660,2118718,1639362,2330166,3456845,2230831,2948612,2278615,1263962
2021-11-07T00:30,3813110,1848871,3324585,2970911,2796738,2432439,1773668,2855707,3513016,2767115,1915995,3384652,2462645,1921897,2501880,2148237,2928447,3672987,1623413,3178890
2021-11-07T00:35,1468680,3056832,3038869,3881356,2112748,2416867,2343566,3218670,2863708,2855464,2557899,1871030,1438796,3058971,1959513,2948903,2176400,2875256,2173989,2185708
2021-11-07T00:40,1643711,3048523,1725481,2942850,3663754,2911855,2517151,2496615,1641428,3192813,2787842,1360976,1463575,3937988,2644901,2175831,2956981,3418380,679869,3270941
2021-11-07T00:45,2879695,2922166,1018670,3272324,3107742,2626803,3018194,2427534,2530117,2603441,2070674,2221259,2734631,1693936,3525063,3656266,4073641,2950710,2328902,2525084
2021-11-07T00:50,2219393,3153309,3724777,2189370,2766311,2151574,2831954,2830497,2595684,3695172,2786320,3278487,1524815,1310480,3123064,1854849,2653873,3168131,3323443,2354178
2021-11-07T00:55,3111836,3337508,3752995,2709134,3536501,3053855,3037081,2955746,3335182,2882614,408019,2226028,1905368,3406804,2829048,3210066,2849853,2439989,1618906,3318945
2021-11-07T01:00,1323098,1096901,2907740,2698769,3661442,1745046,2585449,1799099,2231284,2458957,2559266,2311437,1887192,2186456,1951844,1905759,2301601,3609041,2984089,2674612
2021-11-07T01:05,3176498,2082427,3639470,2198728,3590265,2023599,2580261,3229919,2531510,3488199,1303967,2401164,3668289,2942873,1812727,2515236,2987596,3810390,2142104,2329143
2021-11-07T01:10,2623872,2805955,1877867,2938766,2765850,1691981,3693920,924536,3150443,2220111,2788342,2023248,2486590,3299151,2333044,3413338,3656731,1709522,2742277,2267261
2021-11-07T01:15,3256663,2713859,2698972,2733684,2262782,2742877,3154782,2738406,3192516,2353796,2129713,3009067,1801303,2969874,3056981,2385580,3722754,3652618,2830744,3689616
2021-11-07T01:20,3139136,2236564,2164439,3972585,3405453,2402708,4187835,3308795,3298552,2360626,1910682,1908164,2880242,2662150,2099102,3896549,2428715,2177471,2048174,2625080
2021-11-07T01:25,2786619,1525544,3433981,3503805,2234584,1833885,3596867,3395361,3494196,2749386,2390300,2810841,1098398,1897304,2404821,2994526,2969305,3031658,3360540,1404835
2021-11-07T01:30,2522360,2384314,2060192,2779231,2837686,1271248,3700569,1935468,2888615,3420083,1829626,3805149,2738810,2701453,1811988,2828106,3049255,2297179,3142922,1764191
2021-11-07T01:35,2375665,2052520,2324238,2468034,2701710,2468561,2304982,1836646,2381537,1994559,2189460,4078671,2205304,1660820,2274296,3019116,3906175,2861710,2184577,2111714
2021-11-07T01:40,2479175,2607496,3207648,3180363,3317016,1594463,3239185,2605775,3439544,2705303,2475350,1873692,2215204,3020714,2107369,3544182,2683388,2502490,1958796,1851342
2021-11-07T01:45,1976292,2783823,3079866,1457002,2732861,1018796,3285794,2497625,1626563,2837660,3473878,2195479,1837848,3418887,1843655,3271229,2303859,4518306,2231027,2397492
2021-11-07T01:50,2581748,3307586,2508850,3683708,5168423,1412869,2198059,3212848,3815431,2261997,2722699,4654634,2302228,3166509,2622039,4681742,3047029,2454793,1469732,2638703
2021-11-07T01:55,3249891,2488002,1633385,2522060,3263502,2151051,2770158,2343849,2665311,2087249,1924882,1918857,1764720,1851267,3029561,2905955,2951466,3117444,2501988,3002717
2021-11-07T02:00,1523924,2212458,3354709,1628018,3304702,2248710,4428364,1802390,2737307,4260832,1704275,3434222,2605816,1990046,2721378,2252890,3292903,2020082,3781104,2420588
2021-11-07T02:05,2911660,1913274,3749187,2968844,2683586,1690215,2071303,2682904,1890751,3357527,2136574,3875508,1793382,2232252,2284021,3321725,2784539,4068498,2496606,3479002
2021-11-07T02:10,2762347,3029133,3779310,3185813,3007263,2312533,1745052,1222573,1624754,2854577,2437072,3909893,2730467,2420507,2974569,4263029,2762906,2271829,1921001,2641346
2021-11-07T02:15,3063977,1832607,3549750,2589311,1917446,2612879,3543206,3504574,2191288,3744320,2761762,2784092,2743799,2379613,2490925,2593429,3517876,4841336,2411719,2819603
2021-11-07T02:20,1972778,2913464,2703166,2330610,3289273,2323698,1963026,2485872,2621759,3743515,3458974,3641922,3235568,4123290,2398585,3747040,3861153,3160697,2826360,1532721
2021-11-07T02:25,1630838,2667565,2687960,2402025,3103439,2595823,3100013,2938772,2557010,2280692,2495553,2928032,2096728,2319247,1733193,3119957,3647436,2737450,2823647,1505808
2021-11-07T02:30,2444201,2417648,2423868,3153937,3616330,2098378,2999826,2549068,3003337,3221754,1955708,2971953,2295893,2718962,3212260,1566572,3329965,2952257,2450050,3267597
2021-11-07T02:35,3847256,1605701,3871739,3603190,2930790,2219462,3253694,2018940,3114244,4109975,1793690,2788153,2126217,1853671,2213387,2671661,3343670,2488335,2146884,2205207
2021-11-07T02:40,1779831,2537461,2022070,2280158,3696972,1797512,2146272,2991974,2902218,2049671,2660400,2247118,2953238,2452922,3377119,3112209,3428349,3458670,1477192,3105293
2021-11-07T02:45,1892968,1293278,2386031,2385492,3734956,2021916,3089606,1870735,2424574,3075183,2139254,2103820,2132033,1933018,1902985,2776781,3727425,2807366,1577814,2616462
2021-11-07T02:50,3016330,3080364,2006022,2395484,3096406,1857577,3003384,2718042,1459174,3739596,2263927,2602025,2864293,1878730,1734803,3524454,3878930,3744817,1464238,3343631
2021-11-07T02:55,3121008,3069482,2703824,3599409,3634450,3391119,3781085,2918567,2267707,2999668,2578381,4108105,2502932,1275301,2599862,2780826,2341618,2744603,2948053,2105079
2021-11-07T03:00,1282110,2042653,2553234,1824564,4171309,2018816,3155710,2287726,4036217,2409943,3280166,1815834,2767689,2122968,2524052,3060172,2922067,3898376,2497035,2632744
2021-11-07T03:05,2277507,1988042,2903309,2629790,3498762,2649400,2634826,3452757,2854230,4332408,2089753,2835966,2092288,1525941,2861142,3513429,2680807,5138156,1404635,2316274
2021-11-07T03:10,2104617,3453083,3802982,2161069,3025111,2285243,3659001,1293494,2237948,3164017,1295322,2171255,3588169,2366400,1849315,2734426,4216412,3243600,2082572,2887762
2021-11-07T03:15,3107260,1804936,2061289,2076985,3423013,965119,2702555,2634162,2502823,4139117,2644616,2757026,2955586,2239398,1855977,2201981,2936539,3827547,1659532,2403862
2021-11-07T03:20,2550735,2131264,1848698,2466758,3321411,1568562,2008870,2007732,2143256,3299074,1600822,2778048,1753121,2191191,2606900,3368688,2665465,3308503,1849145,2449420
2021-11-07T03:25,1642532,2045980,2809600,1986327,3714522,2601908,2940847,3214775,2831167,2967984,3041128,3023594,2164775,4540412,2315018,2996765,3431664,3382167,1861593,2365904
2021-11-07T03:30,3084506,2217257,2175139,2972738,2611245,2015047,2658018,2977540,3477896,2255920,2005919,3402789,2099237,3699921,2582179,2614172,2487539,2952497,2468520,2375333
2021-11-07T03:35,2292342,1957933,2785117,3138278,3183717,2690185,2167106,3050899,3042664,3173541,2206852,2445855,2367975,2889678,1402450,2590219,4118904,2708594,2306219,2273350
2021-11-07T03:40,1932922,1460642,2191027,1411137,3512361,2529028,3721367,1996030,2026290,2461566,2900151,2605548,2741049,3290876,2163902,3691065,2560360,2658777,2579775,3312976
2021-11-07T03:45,2640232,2048378,1528374,3574999,3175994,861120,3214789,2488083,2079276,3157572,3165558,2787867,1910709,2545806,1960023,2451486,2704140,3320850,3566480,1814881
2021-11-07T03:50,2886297,3656754,3415750,2611776,2834520,2369464,2824740,1639751,2437974,2988008,3604551,3523858,2146567,3095814,3517246,4007488,3059154,2996219,2067697,3480189
2021-11-07T03:55,3003739,2444780,2939281,2602805,2689456,2203512,2227490,2747312,3271115,2882503,2944341,2761525,1477592,2295699,2378075,3172361,3011576,1939143,2094164,2073364
2021-11-07T04:00,2694832,2308613,2493586,1259156,3437885,2288657,3290414,1849022,3402877,3334925,1819200,2217869,2012339,3775817,2849196,2632189,4576191,2261827,2086087,2685813
2021-11-07T04:05,2726743,1620622,2773696,3052400,3931743,1533457,4288569,1495184,2211767,3862865,2805992,2182516,2025919,2353271,2036148,2007933,2596549,3892852,2187295,2429403
2021-11-07T04:10,2569567,2279541,2167296,1781691,3092416,3083766,3017432,1908060,2886875,2407439,2958864,2592151,2567104,2213558,2260448,3436404,1902094,2873168,1355215,3380524
2021-11-07T04:15,2529843,3717389,2262678,2437766,2792396,1690730,3162903,2857665,3019583,2278799,2789721,3178200,3514089,3169516,4319089,2014449,2232706,2871196,1784302,2543629
2021-11-07T04:20,2206267,3287301,2130418,3624548,1861495,1845912,3385736,2219068,1721101,2522198,2140279,4127386,3012520,3175689,2225671,2890183,2931053,3929079,2460721,2166103
2021-11-07T04:25,2243975,2365793,3357994,3556820,2609132,2062365,2913325,4003322,3902758,2580763,1599642,3295659,2154351,3471182,3019843,2016582,2837297,3176524,2543398,2631722
2021-11-07T04:30,2435320,2530027,3401859,2413914,2524171,2694814,2888223,2636283,3144364,2919214,2793417,1803778,2422907,2216809,1891068,2770448,3637217,2111523,1587508,2980321
2021-11-07T04:35,2981135,2587527,2785734,3232096,2993700,942687,2380201,2961696,3469507,1955248,3125876,2609091,3852847,2385378,2586952,3691773,3161401,2516856,2121103,2604863
2021-11-07T04:40,2972912,2253243,3617179,2279094,2558174,1820857,2682492,1763263,3105686,3212571,2216005,4160017,2070040,2630639,2120360,2990333,4363721,1923172,2284338,2487881
2021-11-07T04:45,3772505,2234904,2446025,1702030,2798790,3060929,1623981,3231618,3358009,2165419,1626229,3051519,2757931,1871546,3294640,3145606,3868235,2660149,1380005,2584880
2021-11-07T04:50,2199200,2370223,2516119,2394254,2337439,1838921,2979795,2742516,2655102,3575275,3124615,2291000,1631104,2240993,3348928,3652445,3679231,2003865,2857693,3508529
2021-11-07T04:55,2887350,1988144,1827578,2508333,4297936,2571347,2778789,2593271,2212854,2557170,2605300,3517464,2664229,4134907,2934539,2885806,2603292,2440714,2141274,1661530
2021-11-07T05:00,2711145,1922054,3106575,4768775,2764930,2238415,3544996,3001116,2267773,2357584,2614077,2523915,2374103,2892944,3293319,3650554,4352992,2736746,2608734,3312419
2021-11-07T05:05,2183386,2417252,2310542,2383745,2319081,3574695,2521487,2674239,2213914,2149487,2607976,4061836,1994144,1879008,1817645,2620646,2742805,2552561,2614413,2253831
2021-11-07T05:10,1428096,2397672,2649473,2325127,2646900,2157760,3219122,2075891,2327515,2160545,3526265,2768045,2902034,2714471,1030404,2837442,3068769,2534452,2698486,2779512
2021-11-07T05:15,2075598,2580034,1560450,2644322,3459591,1906340,2945536,1891234,2647963,4882026,3210259,2979030,3046924,2516027,1887895,2162651,3972629,4283133,2730470,1082453
2021-11-07T05:20,1892460,2074466,3136715,1925799,3215270,2448127,1363370,2398549,2525186,2483123,3072883,3480223,3340727,2126296,2420029,3572806,2313112,3766839,1552566,2487765
2021-11-07T05:25,2291462,2196420,2760721,3190340,2612823,1305148,3355729,2219204,3132504,2575818,2802336,3568326,1967139,3538017,2765264,3134678,3718375,1881303,3079299,1776998
2021-11-07T05:30,3031102,1755028,2618802,3922098,2908911,1529707,2515142,2155352,2718347,3316367,2303148,2362975,3005807,2250848,2267898,2291406,3634526,3344523,1790028,2768199
2021-11-07T05:35,3033446,2096996,2142692,3062890,3139562,2540234,2978241,825335,3181400,3483814,2086889,3624961,2248651,2881091,1340314,3477529,2465357,3012004,1919724,2702425
2021-11-07T05:40,2217617,1540234,2917790,1874920,4071674,1041902,2425962,3085492,2672484,3223858,2377995,2732890,2106890,3628958,1444224,2671658,4493315,2572089,2666563,2764196
2021-11-07T05:45,3254294,1815090,3304647,1965384,3965517,3045582,3379686,3085836,2523020,2559089,2391210,1922663,2696423,1578887,1286704,2615447,2144060,2480891,2939581,2079359
2021-11-07T05:50,2041091,2096195,2433189,2923178,3276689,2354443,2297422,2094167,1711773,2663547,1187420,2499856,2601275,2463689,2699658,3649550,3796519,3737104,1195858,1995588
2021-11-07T05:55,2178910,2651826,1635004,3831961,2854493,1255019,3522477,3804328,2763095,1817661,2569664,3225187,2593752,2399985,2237115,3173375,3093072,3376588,2290610,2624886
2021-11-07T06:00,1832776,3093844,3404874,1915404,3661801,921651,3395157,2002482,2603149,3960188,1530863,2334747,2655844,3009452,3745953,1578920,2241154,3095258,2228558,2770893
2021-11-07T06:05,4163834,2033425,3687295,3476634,3900518,1979751,3101614,1484658,2902750,1614871,2598829,2703312,3539373,2186564,1584753,2025015,3490742,2623154,1672628,3278414
2021-11-07T06:10,2991195,2032804,2353071,2685949,4087690,2875100,3902455,1670425,2369404,2174555,1783681,2164856,2540181,3286707,2413287,2063038,3055247,1737243,2479834,3477512
2021-11-07T06:15,2762190,1876688,2696806,2654663,3989128,2213323,3169982,2611265,2805523,2248910,2013404,3659699,2717627,2772048,3881500,1829260,3611613,3370589,2288509,2478408
2021-11-07T06:20,2847540,1976967,4177005,2673637,1631882,3720962,4395802,2276954,1645195,4313997,1661210,2424406,2441023,2289762,2689862,2884376,3344603,3078608,2401469,1868128
2021-11-07T06:25,3567597,1313063,3856838,2749909,3393469,1996097,4066173,2139605,1274377,3006920,1903850,2670169,3384760,2037401,2408275,2375435,2948520,2461545,3138150,3553372
2021-11-07T06:30,3207395,771635,2237510,2469878,2970880,2513024,1900532,3982825,3014141,2671752,2854381,3968436,2592450,3373661,2927035,2026407,2303524,2326506,2424267,2953316
2021-11-07T06:35,2299769,2779746,5312485,3310206,2154091,2586647,2226055,2322088,4063381,3737128,2712083,3438737,2933240,2914311,2660298,3782771,2364186,3239695,2132358,2372716
2021-11-07T06:40,1977228,2165455,2727105,2384961,2388909,1878233,3618248,2477952,3053637,3492696,1974023,4440193,2479043,3685278,2731969,2928652,5050735,3483288,2423895,1672156
2021-11-07T06:45,1927828,4123198,3772793,1994810,3384146,2582520,3890817,3053682,3386191,3830362,3235989,1410468,2294164,3563085,3026740,3047825,3431930,2595546,2081307,1915789
2021-11-07T06:50,1538863,3025500,2935332,2350575,3483344,1781995,3858591,2939364,1750501,2011214,2830781,4222712,3245604,2241843,1869407,2692526,3941180,2790517,2192817,1886717
2021-11-07T06:55,2333292,3253181,3329859,1755552,3874898,2667156,3719065,3131254,2819099,2196432,2960291,2131771,2248405,3009524,3309468,2860087,4743073,3211344,2591480,3236855
2021-11-07T07:00,3106452,2192200,1728926,3420497,3530167,1637673,2720532,2517018,2902551,2432826,2403864,2886862,2235091,2785009,2792097,4149886,5239082,3000224,2350993,3224381
2021-11-07T07:05,2041051,3243520,2565429,2823333,2024985,2183169,1531643,2592902,3286347,3243372,2502646,3937723,2574489,3145495,2661663,2861224,1969041,3886083,3048047,943890
2021-11-07T07:10,2741149,1744025,3001664,4107973,3432869,1809422,2786530,1441011,3397216,2010455,1655579,2717059,3448804,4178455,2844783,2636109,2571871,2907682,2408254,2106641
2021-11-07T07:15,3034133,2406891,1948352,2968987,3963219,2395269,2147452,1556086,2649053,3631351,2593681,2618156,2357216,3002982,2280535,2360399,2877104,2235926,2658807,2982588
2021-11-07T07:20,1517946,2061015,2124163,2869002,3003590,2209473,3018153,2236914,3355776,2701500,2302022,3784360,2709380,2795401,2223001,4376459,2480086,2508061,2324637,2978415
2021-11-07T07:25,1371905,2243883,2049173,2380068,3293240,2099120,3458630,2735013,3067406,3803633,2640509,3502902,1638230,2432877,3067650,2922930,2701623,2665886,2039762,4086854
2021-11-07T07:30,1995970,3004211,1758258,2368277,3421101,1854598,2802283,1839469,2772691,3350842,1735897,1363389,1762963,3987673,2836147,2941619,2392068,2337042,2652504,3740109
2021-11-07T07:35,2303345,2850626,3447965,2986155,5182605,1872896,3858531,2277711,3040530,3487011,2410412,1659039,3625103,3976799,3132245,3467948,2943358,2945746,1838931,2535154
2021-11-07T07:40,2379783,2034807,2980035,2273603,3974453,2578175,2378542,1542971,2549927,3538220,3074157,2593699,2880427,2719899,2761583,2311576,2898939,3005703,1183523,968858
2021-11-07T07:45,2631691,1860437,3922099,1957466,3754147,1720443,2606909,3061219,3152412,2960671,2660919,1474307,2873899,2053467,2196112,2341254,3487315,2656331,1394138,2464458
2021-11-07T07:50,1886658,2558148,2806323,3175758,3271255,3145247,2510129,2697529,2290457,3210345,3084226,2194049,2425151,1325618,2417782,2609029,4587642,2404234,3280380,3664060
2021-11-07T07:55,1370899,2591916,2701823,1732539,2725545,1221429,2492625,2838232,3205712,3439681,2261105,3606812,2611283,3056324,3069250,3186285,3829103,3679481,2100494,2099619
2021-11-07T08:00,2676693,2319746,3113940,2091435,2143421,2288095,1676469,2273421,2661469,2656594,2379280,3496901,2987414,2309455,3452009,2444703,3341734,3017347,2617433,2195879
2021-11-07T08:05,3342502,2451118,3575645,3175286,3326638,1380774,2685285,3026823,2608984,3922532,2219631,2710613,2646047,3082855,3084172,4436644,2826602,3425933,2899380,3580450
2021-11-07T08:10,1657134,2245714,2958488,2358887,4040967,2092555,3750778,2680606,2813558,4354446,2364498,3727939,2824074,2656970,1878202,3087853,4327270,2564422,3139523,3854043
2021-11-07T08:15,3878095,1990331,3215874,2713313,3334684,1936262,2016095,2886315,2453702,3269880,2051652,3754593,3057968,4013484,1845456,2986855,5175783,2985711,2355379,3844868
2021-11-07T08:20,2238788,1319077,3560481,2795770,4854551,2407451,3314584,1941467,3198017,3626365,1466998,1992169,1185989,1943245,3020523,1963616,3458732,2990189,2575793,1871649
2021-11-07T08:25,1955232,2983027,3697256,3489206,3413583,1663551,2594799,1955356,1569403,3904969,1563393,3117806,2201864,1478857,2396754,2841271,3183894,2080436,2244079,2508460
2021-11-07T08:30,2775909,2592717,3253418,2975767,3896823,2466518,2776359,2982132,2720041,3387166,2133053,2901673,2103725,2836754,2573615,2836557,3593927,3786263,1846761,2454411
2021-11-07T08:35,1773022,2215130,1874818,3475436,2950284,2067395,3778388,2463601,2123853,3154353,1198163,2632149,3724487,1913676,3217015,2346974,3475423,3129830,3022460,2343223
2021-11-07T08:40,3149081,2047511,1436924,3436971,2935382,1641359,1907359,3501118,2503301,2091676,1713772,2789495,2675778,2630405,2326381,3704171,2966563,2151454,2126012,3313950
2021-11-07T08:45,3092994,2642845,2697431,2630972,2158087,2831995,2091288,2386372,2827568,2499373,2005074,2264568,2177739,3206025,3253923,3489136,2537464,3007411,2570037,2401720
2021-11-07T08:50,3311891,1877287,3947920,3499577,3827907,1644767,3538024,1668471,2075116,2077138,2106185,1919105,2865485,2835276,1774572,4444512,2661078,2025177,3371286,2269274
2021-11-07T08:55,2084181,3463030,2528067,3283349,4151187,2474753,3030953,2152152,2730258,2727471,2187483,2136486,2377565,2625624,4223302,3358994,3367260,2714589,3293680,2696362
2021-11-07T09:00,3204053,1563944,3115208,3045368,3747397,2083908,2504465,2243463,1992427,3914776,802469,2638339,3041440,2741383,2786310,3305473,2385706,2121501,2298698,2835814
2021-11-07T09:05,3301536,3135847,2851486,3012080,3141362,2789532,2944544,1900641,3168670,2866223,3082516,2635374,2469287,1470142,3370254,2894599,4277689,4326132,2866472,2240972
2021-11-07T09:10,2752486,3670848,2847303,3369167,2637681,2254454,2914219,3867506,2901249,3466518,2653629,3830067,3110711,2774389,2683424,2775112,3012351,3594449,3162951,2920481
2021-11-07T09:15,2943468,1912714,2896002,1716654,3176329,2608312,2575733,1776776,1959201,2040569,3068053,2362399,2160421,2768235,2953122,2818938,3277213,2741385,3478977,3355978
2021-11-07T09:20,3449159,1659496,4664820,2434281,2637081,1653775,3050197,1952627,3365864,3013002,3956585,2261689,2843631,2331587,3326086,3318564,2427710,3974994,2776644,2227337
2021-11-07T09:25,3890911,2507712,1933973,2354475,4437025,2032688,4088402,2919524,2720516,1942520,2289504,2273874,2385070,2611313,2602243,2638627,2906783,2514373,2344292,1368999
2021-11-07T09:30,2082756,2169691,1225856,1790069,3067711,1895274,2591752,3301173,3233685,2615881,2112503,3072803,1950856,1929625,2847283,3100207,3957771,2516261,2033970,4418179
2021-11-07T09:35,3516161,1933379,2865165,3128013,3939773,1912583,2542124,2468668,2787989,2772283,1965370,2669518,1708944,2466539,2290373,3651434,3067307,3611271,2203958,2724293
2021-11-07T09:40,2369879,3022483,3151953,1892271,2541914,3575438,2152420,3470946,2378610,3004999,2568254,3467680,2188970,2180629,2733013,4664133,2612420,1616211,2214588,1944414
2021-11-07T09:45,2181040,2290719,4252345,2777139,3584322,1506632,2258003,3109356,3061577,3635166,2352902,3106969,2693934,2818459,2896721,3792511,3974439,3555357,2411973,2794655
2021-11-07T09:50,2162422,2112484,2683910,2459968,2039392,1816245,3194314,3049689,2873766,3912013,3228786,3301944,2863386,2729831,1825542,3728343,3053261,2669359,2873968,2295040
2021-11-07T09:55,2449400,1860463,3272182,1462834,4241483,2086406,2011089,2685413,1574101,2607607,2679145,2993844,2734316,2962910,2842047,2647643,4459082,3898304,2860654,1917440
2021-11-07T10:00,2984775,2791695,2866306,2243272,3440023,2350881,2525346,1853219,3035496,2205359,3021138,2711982,2849989,2447944,1867947,2841685,3177624,2707416,2773244,1374486
2021-11-07T10:05,2608091,2246505,2250902,3842619,2926094,2702157,2858846,2475431,3357995,1977685,1735868,2460409,3194910,2095454,1998865,3067736,1990052,3140961,2242277,3311224
2021-11-07T10:10,1859106,1728343,1889698,2601597,4305646,1554088,2256978,2999783,2207708,3584940,2057555,3429191,1822612,1765961,3139898,3140055,5432880,3207887,1352700,2370448
2021-11-07T10:15,3564761,1678332,2967587,1921274,3976326,1276469,2792193,2591165,2206333,3309669,2960686,2547699,2510166,1953580,2993286,2673265,3136033,2578820,3089190,2943112
2021-11-07T10:20,2502863,3158770,3740101,1973007,3251677,2528879,2808051,3646531,2667379,3281288,2065844,3083460,2165646,1923658,2006394,1937893,2272204,3029992,2290072,3618454
2021-11-07T10:25,1854455,2443076,1935085,1418849,2517706,2318620,2402360,4098045,3384657,3259345,1280893,2217685,2717006,3102246,2103182,3515931,1981382,4065353,1828895,3517780
2021-11-07T10:30,3055623,1829150,3211462,1405807,2541679,1342119,1665645,3411414,3341163,3716827,2969939,1929709,3073720,3329595,1783047,2722526,1916124,2220535,2092474,2497913
2021-11-07T10:35,2740108,2671038,3518338,4016059,3916318,1255818,3922491,2368887,2366217,4106407,1594459,3467650,899334,2541173,1986704,3600552,2865339,3334452,2068548,2900816
2021-11-07T10:40,2473105,1651146,3749521,2553247,3248909,1909987,3424919,2094710,2317673,2803832,2291943,2791397,1939621,2979549,2091344,4355747,1788948,4683776,3024080,2316112
2021-11-07T10:45,1986912,1964516,3693986,3737995,2563161,1008312,2977835,2922753,2291030,3945129,2413985,2548612,2476926,2799340,2056066,2497282,2628070,2359103,2468807,1844747
2021-11-07T10:50,3239764,2153247,3187059,2528243,3085244,818692,2800378,2643506,2696691,3343718,2319478,3103276,3042411,2570228,2506937,3448523,3727608,2395758,2667832,3122164
2021-11-07T10:55,2782941,2351745,3103653,3604219,2305515,3485817,2643890,2413128,3315811,3084991,3004813,2466319,2459457,2064786,3788754,2928612,4005083,2834671,1890311,2257407
2021-11-07T11:00,2681555,2829637,2072857,1854761,2702474,2718562,2984576,2499212,3910850,2230458,2130331,2541058,1881617,3996470,2805454,2480652,3923010,3190260,2786693,3587266
2021-11-07T11:05,3023591,1976705,2540043,2586414,2215036,2755194,2740620,2351741,3199225,2687906,2604527,3040193,2471009,3145620,3635117,1949948,2919656,2315018,2157350,3757954
2021-11-07T11:10,3073917,2445324,2380118,2684041,3443671,2352814,1611630,2070612,2186382,2175338,1863618,4144779,1576463,2847489,2859050,3263998,3375350,4218100,2607648,2559575
2021-11-07T11:15,1938165,2502730,3202169,2896486,3072185,2208726,2498079,3062620,2768698,3063308,2623679,3381228,2832701,3733244,2766101,2976171,3962974,1561486,1763239,3297633
